expediente,pueblo,scall_col,territorial,fecha_instalacion,alcaldia,instalado,latitud,longitud
81-GOVEJU-IZO-24,SAN PEDRO IZTACALCO (BARR),SAN PEDRO IZTACALCO (BARR),NO APLICA,20/03/2024,IZTACALCO,Programa SCALL,19.393047,-99.126113
81-PEROER-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 1A SECC,LOS VOLCANES,NO APLICA,22/05/2024,TLALPAN,Programa SCALL,19.2708,-99.1806
81-PULABE-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,03/04/2024,TLAHUAC,Programa SCALL,19.29652,-99.053376
820-ESPERO-TLC-24,LA ESTACION,LA ESTACION,NO APLICA,28/03/2024,TLAHUAC,Programa SCALL,19.307432,-99.043572
820-GAPAMA-IZA-24,SAN ANDRES TOMATLAN (PBLO),SAN ANDRES TOMATLAN (PBLO),NO APLICA,09/04/2024,IZTAPALAPA,Programa SCALL,19.330212,-99.106579
820-HEHEGA-XOO-24,CERRILLOS III,CERRILLOS III,NO APLICA,15/05/2024,XOCHIMILCO,Programa SCALL,19.24695,-99.0267
820-LELEYA-VEA-24,IGNACIO ZARAGOZA II,IGNACIO ZARAGOZA II,NO APLICA,27/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.412318,-99.086549
821-GALOJE-XOO-24,LOMAS DE TONALCO,LOMAS DE TONALCO,NO APLICA,14/05/2024,XOCHIMILCO,Programa SCALL,19.24649,-99.0969
821-GOGALI-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,30/05/2024,TLALPAN,Programa SCALL,19.25448,-99.1717
821-NAMACA-TLC-24,LA CONCHITA ZAPOTITLAN (LA CONCHITA I),LA CONCHITA ZAPOTITLAN (LA CONCHITA I),NO APLICA,08/04/2024,TLAHUAC,Programa SCALL,19.287369,-99.034785
822-GAMAMA-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,30/05/2024,TLALPAN,Programa SCALL,19.25448,-99.1717
822-NEGOAR-VEA-24,PUEBLA,PUEBLA,NO APLICA,22/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.411273,-99.08537
822-RIRUJU-TLC-24,AMPL SELENE,AMPL SELENE,NO APLICA,18/05/2024,TLAHUAC,Programa SCALL,19.286167,-98.996067
823-LEPAKE-XOO-24,SAN FELIPE,SAN FELIPE,NO APLICA,27/04/2024,XOCHIMILCO,Programa SCALL,19.25413,-99.023
823-METOJE-IZA-24,ESTRELLA CULHUACAN,ESTRELLA CULHUACAN,NO APLICA,09/05/2024,IZTAPALAPA,Programa SCALL,19.331231,-99.108495
823-MOLAGA-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,11/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.409507,-99.091471
823-RACOAR-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,28/05/2024,IZTACALCO,Programa SCALL,19.399931,-99.080487
824-DEVASE-TLC-24,ZAPOTITLA,ZAPOTITLA,NO APLICA,22/04/2024,TLAHUAC,Programa SCALL,19.297673,-99.036337
824-HEGUMA-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,25/05/2024,TLALPAN,Programa SCALL,19.25469,-99.1726
824-SAVELE-XOO-24,LAS ANIMAS,LAS ANIMAS,NO APLICA,02/04/2024,XOCHIMILCO,Programa SCALL,19.26079,-99.0198
824-SOFLIV-VEA-24,IGNACIO ZARAGOZA II,IGNACIO ZARAGOZA II,NO APLICA,23/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.410592,-99.085778
825-COMOPA-XOO-24,SAN FELIPE,SAN FELIPE,NO APLICA,15/05/2024,XOCHIMILCO,Programa SCALL,19.25193,-99.017
825-GADIMI-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,27/05/2024,TLALPAN,Programa SCALL,19.25432,-99.1751
825-RALOJO-IZA-24,CAMPESTRE POTRERO,CAMPESTRE POTRERO,NO APLICA,24/06/2024,IZTAPALAPA,Programa SCALL,19.32662,-98.977488
825-ROVAYO-TLC-24,LA CONCHITA ZAPOTITLAN (LA CONCHITA I),LA CONCHITA ZAPOTITLAN (LA CONCHITA I),NO APLICA,13/04/2024,TLAHUAC,Programa SCALL,19.297351,-99.028431
826-ALHEME-IZA-24,ESTRELLA CULHUACAN,ESTRELLA CULHUACAN,NO APLICA,27/06/2024,IZTAPALAPA,Programa SCALL,19.331392,-99.108034
826-FRNASH-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,14/05/2024,IZTACALCO,Programa SCALL,19.404307,-99.079056
826-GADISA-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,22/06/2024,TLALPAN,Programa SCALL,19.25433,-99.175
826-JIAGRI-XOO-24,SAN FELIPE,SAN FELIPE,NO APLICA,09/04/2024,XOCHIMILCO,Programa SCALL,19.25427,-99.0188
826-RIMOVI-TLC-24,LA ESTACION,LA ESTACION,NO APLICA,12/04/2024,TLAHUAC,Programa SCALL,19.307744,-99.042832
826-ROTOAL-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,04/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.410663,-99.092074
827-GULOSE-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,13/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.410404,-99.090952
827-HECAJO-IZA-24,SAN NICOLAS TOLENTINO I,SAN NICOLAS TOLENTINO I,NO APLICA,15/04/2024,IZTAPALAPA,Programa SCALL,19.329911,-99.088827
827-SOLUTE-XOO-24,SAN FELIPE,SAN FELIPE,NO APLICA,09/04/2024,XOCHIMILCO,Programa SCALL,19.2544,-99.0189
828-GOGANO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,20/05/2024,IZTACALCO,Programa SCALL,19.400848,-99.08006
828-HEALMI-IZA-24,SAN ANDRES TOMATLAN (PBLO),SAN ANDRES TOMATLAN (PBLO),NO APLICA,04/05/2024,IZTAPALAPA,Programa SCALL,19.326957,-99.104128
828-MOORLU-TLN-24,CUCHILLA DE PADIERNA,CUCHILLA DE PADIERNA,NO APLICA,17/05/2024,TLALPAN,Programa SCALL,19.27664,-99.2206
828-PAEVTO-VEA-24,IGNACIO ZARAGOZA II,IGNACIO ZARAGOZA II,NO APLICA,03/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.413196,-99.089451
829-FRMAED-XOO-24,NATIVITAS (TULYEHUALCO),NATIVITAS (TULYEHUALCO),NO APLICA,27/03/2024,XOCHIMILCO,Programa SCALL,19.24797,-99.012
829-MAMULU-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,04/05/2024,IZTACALCO,Programa SCALL,19.402175,-99.080334
829-SAGAVI-TLC-24,ZACATENCO,ZACATENCO,NO APLICA,13/04/2024,TLAHUAC,Programa SCALL,19.295888,-99.024446
82-MAMAIS-XOO-24,CERRILLOS I,CERRILLOS I,NO APLICA,23/04/2024,XOCHIMILCO,Programa SCALL,19.24631,-99.0202
82-PIRAFE-TLC-24,DEL MAR (NORTE),DEL MAR (NORTE),NO APLICA,20/03/2024,TLAHUAC,Programa SCALL,19.293982,-99.05543
82-ROOJJO-VEA-24,EL ARENAL 1A SECCION,EL ARENAL 1A SECCION,NO APLICA,21/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.423828,-99.060767
830-ANOLEN-TLN-24,SANTO TOMAS AJUSCO (PBO),SANTO TOMAS AJUSCO (PBO),NO APLICA,24/07/2024,TLALPAN,Programa SCALL,19.22119,-99.207
830-ARMEFE-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,02/05/2024,XOCHIMILCO,Programa SCALL,19.25662,-99.0305
830-GOMOMI-IZA-24,FUEGO NUEVO,FUEGO NUEVO,NO APLICA,29/06/2024,IZTAPALAPA,Programa SCALL,19.331185,-99.102907
830-JUCRVI-TLC-24,ZACATENCO,ZACATENCO,NO APLICA,31/05/2024,TLAHUAC,Programa SCALL,19.296218,-99.023807
830-SAAMRI-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,29/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.411308,-99.089448
831-DIOCJO-IZA-24,12 DE DICIEMBRE,12 DE DICIEMBRE,NO APLICA,03/04/2024,IZTAPALAPA,Programa SCALL,19.329814,-99.099814
831-GAHEAR-TLC-24,ZACATENCO,ZACATENCO,NO APLICA,16/04/2024,TLAHUAC,Programa SCALL,19.294685,-99.023586
831-XXCOJO-XOO-24,SAN LUCAS XOCHIMANCA (PBO),SAN LUCAS XOCHIMANCA (PBO),NO APLICA,04/06/2024,XOCHIMILCO,Programa SCALL,19.2399,-99.1128
832-GACAED-XOO-24,LAS ANIMAS,LAS ANIMAS,NO APLICA,22/04/2024,XOCHIMILCO,Programa SCALL,19.25937,-99.0199
832-GOGONO-TLN-24,CUCHILLA DE PADIERNA,CUCHILLA DE PADIERNA,NO APLICA,18/05/2024,TLALPAN,Programa SCALL,19.27692,-99.2198
832-JIMEAL-TLC-24,SANTIAGO ZAPOTITLAN (PBLO),SANTIAGO ZAPOTITLAN (PBLO),NO APLICA,22/04/2024,TLAHUAC,Programa SCALL,19.299362,-99.030755
833-AVSILI-XOO-24,SAN FELIPE,SAN FELIPE,NO APLICA,25/04/2024,XOCHIMILCO,Programa SCALL,19.25384,-99.0212
833-DIILIS-TLC-24,AMPL SELENE,AMPL SELENE,NO APLICA,14/05/2024,TLAHUAC,Programa SCALL,19.284228,-98.991325
833-LONEMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,07/05/2024,IZTACALCO,Programa SCALL,19.389703,-99.077801
834-CRDEEM-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,03/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.410657,-99.091997
834-LOOSGU-TLN-24,MESA DE LOS HORNOS,MESA DE LOS HORNOS,NO APLICA,27/03/2024,TLALPAN,Programa SCALL,19.27616,-99.1854
834-PEPALU-XOO-24,SAN LORENZO LA CEBADA,SAN LORENZO LA CEBADA,NO APLICA,24/05/2024,XOCHIMILCO,Programa SCALL,19.28355,-99.1162
835-ESLAMA-TLN-24,SAN MIGUEL AJUSCO (PBO),SAN MIGUEL AJUSCO (PBO),NO APLICA,02/04/2024,TLALPAN,Programa SCALL,19.21729,-99.2069
835-GAISLU-XOO-24,LAS ANIMAS,LAS ANIMAS,NO APLICA,02/04/2024,XOCHIMILCO,Programa SCALL,19.25953,-99.0198
835-MACRJO-IZA-24,SAN NICOLAS TOLENTINO I,SAN NICOLAS TOLENTINO I,NO APLICA,26/06/2024,IZTAPALAPA,Programa SCALL,19.328938,-99.087519
835-RELOXO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,09/04/2024,IZTACALCO,Programa SCALL,19.399316,-99.081626
836-JIRAAL-XOO-24,CRISTO REY,CRISTO REY,NO APLICA,28/03/2024,XOCHIMILCO,Programa SCALL,19.25115,-99.0173
836-MAVIMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,26/04/2024,IZTACALCO,Programa SCALL,19.393177,-99.074713
836-TEVADA-IZA-24,ESTRELLA CULHUACAN,ESTRELLA CULHUACAN,NO APLICA,07/05/2024,IZTAPALAPA,Programa SCALL,19.331527,-99.108994
837-MAGOAN-TLN-24,SAN PEDRO M?¸RTIR (PBO),SAN PEDRO M?¸RTIR (PBO),NO APLICA,10/04/2024,TLALPAN,Programa SCALL,19.26916,-99.1578
837-REGOMA-XOO-24,LAS ANIMAS,LAS ANIMAS,NO APLICA,11/04/2024,XOCHIMILCO,Programa SCALL,19.26009,-99.0203
837-ROARJO-TLC-24,DEL MAR (SUR),DEL MAR (SUR),NO APLICA,27/04/2024,TLAHUAC,Programa SCALL,19.292935,-99.057093
838-BAROJU-IZA-24,SAN NICOLAS TOLENTINO I,SAN NICOLAS TOLENTINO I,NO APLICA,09/04/2024,IZTAPALAPA,Programa SCALL,19.329911,-99.088827
839-DEJIHI-XOO-24,BARRIO XALTOCAN,BARRIO XALTOCAN,NO APLICA,20/06/2024,XOCHIMILCO,Programa SCALL,19.25901,-99.1027
839-SIRAPO-IZA-24,SAN ANDRES TOMATLAN (PBLO),SAN ANDRES TOMATLAN (PBLO),NO APLICA,03/04/2024,IZTAPALAPA,Programa SCALL,19.326216,-99.104292
83-ALMAKA-IZA-24,RICARDO FLORES MAGON,RICARDO FLORES MAGON,NO APLICA,22/03/2024,IZTAPALAPA,Programa SCALL,19.353982,-99.101828
83-ARGUMA-XOO-24,CERRILLOS III,CERRILLOS III,NO APLICA,20/03/2024,XOCHIMILCO,Programa SCALL,19.24808,-99.0214
83-ORPAAN-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 1A SECC,LOS VOLCANES,NO APLICA,12/04/2024,TLALPAN,Programa SCALL,19.27085,-99.179
83-ZUREFR-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,26/03/2024,TLAHUAC,Programa SCALL,19.297033,-99.052988
840-CAGAES-TLN-24,LA MAGDALENA PETLACALCO (PBO),LA MAGDALENA PETLACALCO (PBO),NO APLICA,04/06/2024,TLALPAN,Programa SCALL,19.23788,-99.179
840-GOLOFI-TLC-24,EL ROSARIO,EL ROSARIO,NO APLICA,26/07/2024,TLAHUAC,Programa SCALL,19.241944,-99.004224
840-JUDIJO-XOO-24,BARRIO XALTOCAN,BARRIO XALTOCAN,NO APLICA,27/04/2024,XOCHIMILCO,Programa SCALL,19.25442,-99.0993
840-PAGOJU-IZA-24,SANTA MARIA TOMATLAN,SANTA MARIA TOMATLAN,NO APLICA,06/05/2024,IZTAPALAPA,Programa SCALL,19.326801,-99.098923
840-PEGOBE-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,28/06/2024,IZTACALCO,Programa SCALL,19.394258,-99.083262
841-CAPAHI-TLN-24,MIRADOR II,MIRADOR II,NO APLICA,20/03/2024,TLALPAN,Programa SCALL,19.2684,-99.2228
841-CHMAJO-TLC-24,LA HABANA,LA HABANA,NO APLICA,06/07/2024,TLAHUAC,Programa SCALL,19.270962,-98.996274
842-ALRATH-TLC-24,DEL MAR (SUR),DEL MAR (SUR),NO APLICA,20/03/2024,TLAHUAC,Programa SCALL,19.289292,-99.056679
842-FLDERO-XOO-24,BARRIO XALTOCAN,BARRIO XALTOCAN,NO APLICA,20/04/2024,XOCHIMILCO,Programa SCALL,19.25571,-99.1013
842-GOALMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,24/04/2024,IZTACALCO,Programa SCALL,19.394041,-99.073931
842-GOHEJU-IZA-24,SAN NICOLAS TOLENTINO I,SAN NICOLAS TOLENTINO I,NO APLICA,26/06/2024,IZTAPALAPA,Programa SCALL,19.330138,-99.088817
842-JIZUJO-TLN-24,SAN PEDRO M?¸RTIR (PBO),SAN PEDRO M?¸RTIR (PBO),NO APLICA,10/04/2024,TLALPAN,Programa SCALL,19.27111,-99.155
843-GAPIJO-TLN-24,SAN JUAN TEPEXIMILPA,SAN JUAN TEPEXIMILPA,NO APLICA,25/03/2024,TLALPAN,Programa SCALL,19.27243,-99.1898
843-PEGOJU-VEA-24,IGNACIO ZARAGOZA II,IGNACIO ZARAGOZA II,NO APLICA,27/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.414173,-99.089087
844-AGREAL-TLC-24,BO LA ASUNCION (SAN PEDRO TLAHUAC),BO LA ASUNCION (SAN PEDRO TLAHUAC),NO APLICA,12/04/2024,TLAHUAC,Programa SCALL,19.272505,-99.005663
844-GAVEAR-VEA-24,VALENTIN GOMEZ FARIAS,VALENTIN GOMEZ FARIAS,NO APLICA,27/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.415272,-99.093609
844-MABLRI-IZA-24,SAN ANDRES TOMATLAN (PBLO),SAN ANDRES TOMATLAN (PBLO),NO APLICA,04/05/2024,IZTAPALAPA,Programa SCALL,19.330287,-99.107488
845-HEMACA-TLC-24,SAN JOSE,SAN JOSE,NO APLICA,01/04/2024,TLAHUAC,Programa SCALL,19.276061,-98.997277
845-SESARO-TLN-24,LOMAS HIDALGO,LOMAS HIDALGO,NO APLICA,22/04/2024,TLALPAN,Programa SCALL,19.27466,-99.2139
846-ANLALI-IZA-24,CAMPESTRE POTRERO,CAMPESTRE POTRERO,NO APLICA,19/06/2024,IZTAPALAPA,Programa SCALL,19.32544,-98.969412
846-ARJIDO-TLC-24,BO SAN MIGUEL (SANTA CATARINA YECAHUIZOTL),BO SAN MIGUEL (SANTA CATARINA YECAHUIZOTL),NO APLICA,25/05/2024,TLAHUAC,Programa SCALL,19.306453,-98.967472
846-BACOGL-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,28/03/2024,IZTACALCO,Programa SCALL,19.396614,-99.082046
846-GOESJU-VEA-24,MOCTEZUMA 2A SECCION IV,MOCTEZUMA 2A SECCION IV,NO APLICA,05/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.424835,-99.09875
846-MEMACA-TLN-24,ISIDRO FABELA II (ORIENTE),ISIDRO FABELA II (ORIENTE),NO APLICA,04/04/2024,TLALPAN,Programa SCALL,19.30088,-99.1734
847-CRPIGE-TLC-24,AGRICOLA METROPOLITANA,AGRICOLA METROPOLITANA,NO APLICA,30/04/2024,TLAHUAC,Programa SCALL,19.290433,-99.055527
847-MEDIDI-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,25/06/2024,TLALPAN,Programa SCALL,19.24507,-99.1685
847-MOROLU-VEA-24,VALENTIN GOMEZ FARIAS,VALENTIN GOMEZ FARIAS,NO APLICA,27/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.416042,-99.092746
848-LERIHI-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,11/06/2024,TLAHUAC,Programa SCALL,19.290717,-99.010573
848-TOSEMA-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,25/06/2024,XOCHIMILCO,Programa SCALL,19.25161,-99.034
849-BAESAN-TLC-24,BARRIO SANTIAGO NORTE,BARRIO SANTIAGO NORTE,NO APLICA,17/04/2024,TLAHUAC,Programa SCALL,19.299507,-99.030782
849-COMEMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,28/03/2024,IZTACALCO,Programa SCALL,19.39669,-99.082256
849-CRCAFA-TLN-24,EJIDOS DE SAN PEDRO M?¸RTIR (II SUR),EJIDOS DE SAN PEDRO M?¸RTIR (II SUR),NO APLICA,27/07/2024,TLALPAN,Programa SCALL,19.2681,-99.1533
849-GOMIAL-VEA-24,MOCTEZUMA 2A SECCION IV,MOCTEZUMA 2A SECCION IV,NO APLICA,17/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.425488,-99.095308
849-TRTASO-IZA-24,ESTRELLA CULHUACAN,ESTRELLA CULHUACAN,NO APLICA,09/05/2024,IZTAPALAPA,Programa SCALL,19.331001,-99.108614
84-CACASA-IZA-24,STA ISABEL INDUSTRIAL,STA ISABEL INDUSTRIAL,NO APLICA,22/04/2024,IZTAPALAPA,Programa SCALL,19.353085,-99.101728
84-HETOBE-XOO-24,CERRILLOS SEGUNDA SECCI?ÙN,CERRILLOS SEGUNDA SECCI?ÙN,NO APLICA,31/07/2024,XOCHIMILCO,Programa SCALL,19.24324,-99.0193
84-ORRIRO-VEA-24,EL ARENAL 1A SECCION,EL ARENAL 1A SECCION,NO APLICA,19/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.424207,-99.061198
84-VAMECA-IZO-24,SAN MIGUEL (BARR),SAN MIGUEL (BARR),NO APLICA,10/06/2024,IZTACALCO,Programa SCALL,19.393867,-99.118474
850-AMGOLU-IZA-24,SANTA MARIA TOMATLAN,SANTA MARIA TOMATLAN,NO APLICA,01/04/2024,IZTAPALAPA,Programa SCALL,19.326326,-99.097412
850-HUMAEN-VEA-24,VALENTIN GOMEZ FARIAS,VALENTIN GOMEZ FARIAS,NO APLICA,01/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.416521,-99.09156
850-UGACMA-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,28/05/2024,TLAHUAC,Programa SCALL,19.295817,-98.999768
851-CAGOMA-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,24/07/2024,XOCHIMILCO,Programa SCALL,19.25161,-99.034
851-NOMALU-IZA-24,CAMPESTRE POTRERO,CAMPESTRE POTRERO,NO APLICA,08/04/2024,IZTAPALAPA,Programa SCALL,19.326383,-98.969488
851-TOCAER-TLC-24,EL TRIANGULO,EL TRIANGULO,NO APLICA,03/06/2024,TLAHUAC,Programa SCALL,19.282475,-99.012207
851-VERAER-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,16/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.442855,-99.106135
852-DOARAL-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,26/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.446138,-99.109532
852-SAJILU-TLN-24,LA MAGDALENA PETLACALCO (PBO),LA MAGDALENA PETLACALCO (PBO),NO APLICA,03/06/2024,TLALPAN,Programa SCALL,19.23524,-99.1783
852-VABEMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,26/04/2024,IZTACALCO,Programa SCALL,19.395522,-99.074204
853-BAGASO-IZA-24,SANTA MARIA TOMATLAN,SANTA MARIA TOMATLAN,NO APLICA,29/04/2024,IZTAPALAPA,Programa SCALL,19.326792,-99.098971
853-MAREAN-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,01/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.446281,-99.109932
853-SAMORO-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,23/05/2024,XOCHIMILCO,Programa SCALL,19.2481,-99.0316
853-SECEEL-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,03/05/2024,IZTACALCO,Programa SCALL,19.395665,-99.075384
853-VARUMA-TLC-24,SANTA CECILIA,SANTA CECILIA,NO APLICA,28/06/2024,TLAHUAC,Programa SCALL,19.280329,-99.010082
854-GOMUCL-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,21/05/2024,XOCHIMILCO,Programa SCALL,19.248,-99.0333
854-JAYAAR-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,15/05/2024,IZTACALCO,Programa SCALL,19.399784,-99.081141
854-TOGAAL-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,25/05/2024,TLALPAN,Programa SCALL,19.25289,-99.1714
855-DINAAU-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,02/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.444214,-99.110348
855-GORAMA-IZA-24,CAMPESTRE POTRERO,CAMPESTRE POTRERO,NO APLICA,13/04/2024,IZTAPALAPA,Programa SCALL,19.328137,-98.967846
855-PACAAD-TLN-24,SAN MIGUEL AJUSCO (PBO),SAN MIGUEL AJUSCO (PBO),NO APLICA,05/04/2024,TLALPAN,Programa SCALL,19.22701,-99.1985
855-PANUIS-TLC-24,BARRIO SAN MIGUEL (SAN ANDRES MIXQUIC),BARRIO SAN MIGUEL (SAN ANDRES MIXQUIC),NO APLICA,29/07/2024,TLAHUAC,Programa SCALL,19.221835,-98.964424
856-LESAFL-VEA-24,VALENTIN GOMEZ FARIAS,VALENTIN GOMEZ FARIAS,NO APLICA,18/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.417229,-99.092985
856-LODAMA-IZA-24,SANTA MARTHA ACATITLA,SANTA MARTHA ACATITLA,NO APLICA,27/04/2024,IZTAPALAPA,Programa SCALL,19.373401,-99.00948
856-MAVIGL-TLC-24,BO SANTIAGO (SANTA CATARINA YECAHUIZOTL),BO SANTIAGO (SANTA CATARINA YECAHUIZOTL),NO APLICA,25/05/2024,TLAHUAC,Programa SCALL,19.314265,-98.964001
857-ALPALU-TLN-24,PEDREGAL DE SN NICOLAS 2A SECC,PEDREGAL DE SN NICOLAS 2A SECC,NO APLICA,09/05/2024,TLALPAN,Programa SCALL,19.28669,-99.2357
857-AMDOMA-IZA-24,SANTA MARIA TOMATLAN,SANTA MARIA TOMATLAN,NO APLICA,09/04/2024,IZTAPALAPA,Programa SCALL,19.32753,-99.099327
858-GOVASE-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 4A SECC,AMPLIACI?ÙN MIGUEL HIDALGO 4A SECC,NO APLICA,14/05/2024,TLALPAN,Programa SCALL,19.27739,-99.213
858-RIMOES-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,04/05/2024,IZTACALCO,Programa SCALL,19.397015,-99.074154
858-SALOMA-IZA-24,VALLE DE LUCES,VALLE DE LUCES,NO APLICA,21/03/2024,IZTAPALAPA,Programa SCALL,19.338232,-99.09604
859-FLGALA-TLN-24,SANTO TOMAS AJUSCO (PBO),SANTO TOMAS AJUSCO (PBO),NO APLICA,15/06/2024,TLALPAN,Programa SCALL,19.21483,-99.1994
859-MOCIZU-TLC-24,SAN NICOLAS TETELCO (PBO),SAN NICOLAS TETELCO (PBO),NO APLICA,05/04/2024,TLAHUAC,Programa SCALL,19.219508,-98.97092
859-RAGALI-IZA-24,FUEGO NUEVO,FUEGO NUEVO,NO APLICA,07/05/2024,IZTAPALAPA,Programa SCALL,19.331082,-99.105908
85-ARGAGU-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,25/03/2024,TLAHUAC,Programa SCALL,19.298784,-99.053763
85-MAFISE-VEA-24,CUCHILLA PANTITLAN,CUCHILLA PANTITLAN,NO APLICA,22/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.422184,-99.061441
85-SASABR-XOO-24,CERRILLOS SEGUNDA SECCI?ÙN,CERRILLOS SEGUNDA SECCI?ÙN,NO APLICA,19/03/2024,XOCHIMILCO,Programa SCALL,19.24356,-99.0191
