expediente,pueblo,scall_col,territorial,fecha_instalacion,alcaldia,instalado,latitud,longitud
1000-FUCLMA-XOO-24,BARRIO SAN JUAN (SAN LUIS TLAXIALTEMALCO),BARRIO SAN JUAN (SAN LUIS TLAXIALTEMALCO),NO APLICA,11/05/2024,XOCHIMILCO,Programa SCALL,19.25246,-99.0309
1000-LOMEMA-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,06/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.430981,-99.108749
1000-ROGUJU-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,08/05/2024,IZTACALCO,Programa SCALL,19.393205,-99.072433
1000-ROHEOS-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,21/06/2024,TLALPAN,Programa SCALL,19.29042,-99.228
1001-BEMAMA-VEA-24,MAGDALENA MIXHUCA,MAGDALENA MIXHUCA,NO APLICA,15/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.411143,-99.112295
1001-LOMOLA-TLC-24,MIGUEL HIDALGO,MIGUEL HIDALGO,NO APLICA,13/04/2024,TLAHUAC,Programa SCALL,19.292826,-99.051362
1001-ROMAMA-IZA-24,EL VERGEL,EL VERGEL,NO APLICA,20/04/2024,IZTAPALAPA,Programa SCALL,19.316039,-99.079349
1002-AVALMA-IZA-24,SANTA MARTHA ACATITLA NTE (AMPL) I,SANTA MARTHA ACATITLA NTE (AMPL) I,NO APLICA,15/04/2024,IZTAPALAPA,Programa SCALL,19.373932,-99.011555
1002-BRROAU-XOO-24,BARRIO SAN JUAN (SAN LUIS TLAXIALTEMALCO),BARRIO SAN JUAN (SAN LUIS TLAXIALTEMALCO),NO APLICA,04/05/2024,XOCHIMILCO,Programa SCALL,19.25484,-99.0326
1002-GABADE-TLC-24,BARRIO SANTIAGO CENTRO,BARRIO SANTIAGO CENTRO,NO APLICA,23/04/2024,TLAHUAC,Programa SCALL,19.296786,-99.034568
1002-RAGASA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,06/04/2024,TLALPAN,Programa SCALL,19.28917,-99.2287
1003-CADILE-TLC-24,AMPLIACION JOSE LOPEZ PORTILLO,AMPLIACION JOSE LOPEZ PORTILLO,NO APLICA,16/04/2024,TLAHUAC,Programa SCALL,19.302549,-99.018898
1003-PAGUAD-IZA-24,JOSE LOPEZ PORTILLO,JOSE LOPEZ PORTILLO,NO APLICA,20/04/2024,IZTAPALAPA,Programa SCALL,19.305964,-99.083633
1003-VEZABE-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,08/05/2024,XOCHIMILCO,Programa SCALL,19.25409,-99.0304
1004-HEHELA-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,21/03/2024,TLAHUAC,Programa SCALL,19.300169,-99.052613
1004-HIMOCL-VEA-24,PUEBLA,PUEBLA,NO APLICA,28/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.411977,-99.084715
1004-LUHEMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,26/04/2024,IZTACALCO,Programa SCALL,19.395031,-99.072117
1004-MAROMA-IZA-24,CERRO DE LA ESTRELLA,CERRO DE LA ESTRELLA,NO APLICA,06/04/2024,IZTAPALAPA,Programa SCALL,19.327815,-99.078283
1004-MEGUCL-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,06/05/2024,XOCHIMILCO,Programa SCALL,19.25627,-99.0332
1005-JUPODI-XOO-24,SAN JUAN MINAS,SAN JUAN MINAS,NO APLICA,29/06/2024,XOCHIMILCO,Programa SCALL,19.25363,-99.0301
1005-LOORJO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,29/04/2024,IZTACALCO,Programa SCALL,19.386508,-99.069363
1005-MEPEMA-IZA-24,SANTA MARTHA ACATITLA NTE (AMPL) I,SANTA MARTHA ACATITLA NTE (AMPL) I,NO APLICA,18/04/2024,IZTAPALAPA,Programa SCALL,19.374379,-99.009875
1005-RUPAAD-VEA-24,MAGDALENA MIXHUCA,MAGDALENA MIXHUCA,NO APLICA,25/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.406729,-99.116805
1006-HEMAMA-TLN-24,H?ÎROES DE PADIERNA,H?ÎROES DE PADIERNA,NO APLICA,24/07/2024,TLALPAN,Programa SCALL,19.29792,-99.2267
1006-JIBADI-XOO-24,BARRIO SAN JUAN (SAN LUIS TLAXIALTEMALCO),BARRIO SAN JUAN (SAN LUIS TLAXIALTEMALCO),NO APLICA,04/05/2024,XOCHIMILCO,Programa SCALL,19.25484,-99.0326
1006-MEROAN-IZA-24,SANTA BARBARA (BARR),SANTA BARBARA (BARR),NO APLICA,10/04/2024,IZTAPALAPA,Programa SCALL,19.366886,-99.101356
1007-FECELI-TLC-24,AMPLIACION JOSE LOPEZ PORTILLO,AMPLIACION JOSE LOPEZ PORTILLO,NO APLICA,04/04/2024,TLAHUAC,Programa SCALL,19.302587,-99.020277
1007-SEMEAL-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,03/05/2024,XOCHIMILCO,Programa SCALL,19.25372,-99.0307
1008-CAGOMA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,23/04/2024,TLALPAN,Programa SCALL,19.29279,-99.2258
1008-RURIAN-IZA-24,CASA BLANCA,CASA BLANCA,NO APLICA,15/05/2024,IZTAPALAPA,Programa SCALL,19.333563,-99.067836
1008-XOESOD-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,03/05/2024,XOCHIMILCO,Programa SCALL,19.25347,-99.0315
1009-ALBAGU-XOO-24,SAN ANDR?ÎS AHUAYUCAN (PBO),SAN ANDR?ÎS AHUAYUCAN (PBO),NO APLICA,27/06/2024,XOCHIMILCO,Programa SCALL,19.22548,-99.1043
1009-GAVAMA-IZA-24,EL VERGEL,EL VERGEL,NO APLICA,22/04/2024,IZTAPALAPA,Programa SCALL,19.31691,-99.079101
1009-SAORMA-TLC-24,BO LA CONCEPCION (SANTA CATARINA YECAHUIZOTL),BO LA CONCEPCION (SANTA CATARINA YECAHUIZOTL),NO APLICA,15/05/2024,TLAHUAC,Programa SCALL,19.31195,-98.968566
1009-SEMAJO-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,23/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.444152,-99.111329
100-AVROMA-IZO-24,SANTIAGO NORTE (BARR),SANTIAGO NORTE (BARR),NO APLICA,22/03/2024,IZTACALCO,Programa SCALL,19.392899,-99.125767
100-FLPESO-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 3A SECC,SANT?ÏSIMA TRINIDAD,NO APLICA,19/03/2024,TLALPAN,Programa SCALL,19.27303,-99.1809
100-LORUGA-XOO-24,BARRIO CALYEQUITA,BARRIO CALYEQUITA,NO APLICA,25/03/2024,XOCHIMILCO,Programa SCALL,19.25005,-99.0125
100-ORGOPR-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,04/05/2024,TLAHUAC,Programa SCALL,19.296896,-99.053073
1010-DEOLMA-XOO-24,SAN ANDR?ÎS AHUAYUCAN (PBO),SAN ANDR?ÎS AHUAYUCAN (PBO),NO APLICA,14/06/2024,XOCHIMILCO,Programa SCALL,19.22808,-99.1046
1010-RATEMA-TLC-24,LA ESTACION,LA ESTACION,NO APLICA,13/04/2024,TLAHUAC,Programa SCALL,19.312316,-99.03952
1011-HEBAMA-TLC-24,AMPLIACION JOSE LOPEZ PORTILLO,AMPLIACION JOSE LOPEZ PORTILLO,NO APLICA,08/06/2024,TLAHUAC,Programa SCALL,19.301867,-99.019123
1011-MACOMA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,22/04/2024,TLALPAN,Programa SCALL,19.29084,-99.2255
1011-MAMOJU-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,26/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.444768,-99.11008
1012-GONAMA-VEA-24,MOCTEZUMA 2A SECCION I,MOCTEZUMA 2A SECCION I,NO APLICA,18/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.435098,-99.096553
1012-MACONO-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,22/04/2024,TLALPAN,Programa SCALL,19.29084,-99.2255
1012-PIVEGE-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,25/04/2024,IZTACALCO,Programa SCALL,19.401722,-99.0702
1012-RAISVE-XOO-24,SAN LORENZO ATEMOAYA (PBO),SAN LORENZO ATEMOAYA (PBO),NO APLICA,27/06/2024,XOCHIMILCO,Programa SCALL,19.23561,-99.1033
1013-MADIHI-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,18/06/2024,TLALPAN,Programa SCALL,19.29093,-99.2255
1013-MASAMA-TLC-24,AMPLIACION JOSE LOPEZ PORTILLO,AMPLIACION JOSE LOPEZ PORTILLO,NO APLICA,17/05/2024,TLAHUAC,Programa SCALL,19.301699,-99.020016
1014-GAMAMI-TLC-24,AMPL SELENE,AMPL SELENE,NO APLICA,06/06/2024,TLAHUAC,Programa SCALL,19.28817,-98.99
1014-PRSAGA-XOO-24,SAN ANDR?ÎS AHUAYUCAN (PBO),SAN ANDR?ÎS AHUAYUCAN (PBO),NO APLICA,18/06/2024,XOCHIMILCO,Programa SCALL,19.22782,-99.1061
1015-CADIJA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,09/05/2024,IZTACALCO,Programa SCALL,19.40165,-99.070931
1015-ESFRGU-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,05/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.413126,-99.096591
1016-DIVEJO-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,13/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.427064,-99.108451
1016-MEGOAM-XOO-24,SANTA CECILIA TEPETLAPA (PBO),SANTA CECILIA TEPETLAPA (PBO),NO APLICA,24/04/2024,XOCHIMILCO,Programa SCALL,19.2191,-99.1007
1016-SEBUMA-IZA-24,LA ESPERANZA,LA ESPERANZA,NO APLICA,28/05/2024,IZTAPALAPA,Programa SCALL,19.309612,-99.076769
1017-ACSOJA-XOO-24,SANTA CECILIA TEPETLAPA (PBO),SANTA CECILIA TEPETLAPA (PBO),NO APLICA,16/04/2024,XOCHIMILCO,Programa SCALL,19.21749,-99.1004
1017-GAGURO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,03/05/2024,IZTACALCO,Programa SCALL,19.405555,-99.080052
1017-ROTRMA-TLC-24,LA ESTACION,LA ESTACION,NO APLICA,09/05/2024,TLAHUAC,Programa SCALL,19.309488,-99.04156
1017-SAFAJO-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,24/05/2024,TLALPAN,Programa SCALL,19.29169,-99.2295
1017-VEPAMA-IZA-24,EL VERGEL,EL VERGEL,NO APLICA,04/07/2024,IZTAPALAPA,Programa SCALL,19.316611,-99.078677
1018-AMALJO-XOO-24,SANTA CECILIA TEPETLAPA (PBO),SANTA CECILIA TEPETLAPA (PBO),NO APLICA,13/06/2024,XOCHIMILCO,Programa SCALL,19.21466,-99.1012
1018-JULECA-TLN-24,MESA DE LOS HORNOS,MESA DE LOS HORNOS,NO APLICA,25/06/2024,TLALPAN,Programa SCALL,19.27753,-99.1819
1018-ORGOJU-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,06/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.426746,-99.106338
1019-AVNALU-VEA-24,MOCTEZUMA 2A SECCION IV,MOCTEZUMA 2A SECCION IV,NO APLICA,15/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.425361,-99.096201
1019-HEDAMI-IZA-24,JOSE LOPEZ PORTILLO,JOSE LOPEZ PORTILLO,NO APLICA,17/04/2024,IZTAPALAPA,Programa SCALL,19.309536,-99.077433
1019-SAGARO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,03/05/2024,IZTACALCO,Programa SCALL,19.405555,-99.080052
1019-SAMUMA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,02/05/2024,TLALPAN,Programa SCALL,19.29083,-99.2281
101-ALCAGR-XOO-24,NATIVITAS (TULYEHUALCO),NATIVITAS (TULYEHUALCO),NO APLICA,27/03/2024,XOCHIMILCO,Programa SCALL,19.24944,-99.0128
101-LUCAJE-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 2A SECC,PEDREGAL DE SANTA ?‹RSULA XITLA,NO APLICA,19/03/2024,TLALPAN,Programa SCALL,19.27168,-99.1821
101-NAMOMA-IZA-24,SAN ANTONIO CULHUACAN (BARR),SAN ANTONIO CULHUACAN (BARR),NO APLICA,22/04/2024,IZTAPALAPA,Programa SCALL,19.34286,-99.115255
101-PAHECI-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,25/03/2024,TLAHUAC,Programa SCALL,19.300122,-99.052786
1020-AVMOMA-TLC-24,SANTIAGO ZAPOTITLAN (PBLO),SANTIAGO ZAPOTITLAN (PBLO),NO APLICA,19/04/2024,TLAHUAC,Programa SCALL,19.299287,-99.031758
1020-BACOSI-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,23/04/2024,IZTACALCO,Programa SCALL,19.401791,-99.070349
1020-GIMORO-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,25/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445063,-99.110457
1020-GOLOMA-XOO-24,SANTA CECILIA TEPETLAPA (PBO),SANTA CECILIA TEPETLAPA (PBO),NO APLICA,20/04/2024,XOCHIMILCO,Programa SCALL,19.21798,-99.1035
1020-SAGAMA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,24/07/2024,TLALPAN,Programa SCALL,19.29165,-99.2257
1021-FRROFI-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,29/04/2024,TLALPAN,Programa SCALL,19.29145,-99.2256
1021-LEORAR-IZA-24,SAN ANTONIO (BARRIO),SAN ANTONIO (BARRIO),NO APLICA,06/04/2024,IZTAPALAPA,Programa SCALL,19.305542,-99.072293
1021-ORCAMA-XOO-24,SANTA CECILIA TEPETLAPA (PBO),SANTA CECILIA TEPETLAPA (PBO),NO APLICA,16/04/2024,XOCHIMILCO,Programa SCALL,19.21693,-99.101
1022-ALALYU-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,16/04/2024,TLALPAN,Programa SCALL,19.29555,-99.2266
1022-BEGANO-XOO-24,SANTA CECILIA TEPETLAPA (PBO),SANTA CECILIA TEPETLAPA (PBO),NO APLICA,20/04/2024,XOCHIMILCO,Programa SCALL,19.2191,-99.1007
1022-HEDAOL-IZA-24,JOSE LOPEZ PORTILLO,JOSE LOPEZ PORTILLO,NO APLICA,04/07/2024,IZTAPALAPA,Programa SCALL,19.309536,-99.077433
1022-LOJUJO-VEA-24,LORENZO BOTURINI,LORENZO BOTURINI,NO APLICA,04/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.416944,-99.123184
1022-MOFEAL-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,19/04/2024,IZTACALCO,Programa SCALL,19.385142,-99.062525
1023-DIHELA-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,13/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.427064,-99.108451
1023-GABENO-XOO-24,SANTA CECILIA TEPETLAPA (PBO),SANTA CECILIA TEPETLAPA (PBO),NO APLICA,20/04/2024,XOCHIMILCO,Programa SCALL,19.2191,-99.1007
1023-MOBEFR-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,13/04/2024,TLAHUAC,Programa SCALL,19.294777,-99.054292
1023-RASOMA-IZO-24,EL RODEO,EL RODEO,NO APLICA,25/05/2024,IZTACALCO,Programa SCALL,19.394643,-99.08542
1024-CHALLU-XOO-24,SAN GREGORIO ATLAPULCO (PBO),SAN GREGORIO ATLAPULCO (PBO),NO APLICA,27/07/2024,XOCHIMILCO,Programa SCALL,19.25757,-99.0632
1024-MALOYO-TLC-24,SAN JOSE,SAN JOSE,NO APLICA,14/06/2024,TLAHUAC,Programa SCALL,19.278032,-98.999472
1025-AVSAJU-TLN-24,PEDREGAL DE SN NICOLAS 1A SECC,PEDREGAL DE SN NICOLAS 1A SECC,NO APLICA,23/03/2024,TLALPAN,Programa SCALL,19.2931,-99.2341
1025-CAPAYO-XOO-24,SAN JUAN MINAS,SAN JUAN MINAS,NO APLICA,08/04/2024,XOCHIMILCO,Programa SCALL,19.25082,-99.0655
1025-GALOOS-IZA-24,SANTA MARTHA ACATITLA NTE (AMPL) I,SANTA MARTHA ACATITLA NTE (AMPL) I,NO APLICA,08/05/2024,IZTAPALAPA,Programa SCALL,19.379822,-99.01556
1025-MOPARO-TLC-24,ZACATENCO,ZACATENCO,NO APLICA,13/04/2024,TLAHUAC,Programa SCALL,19.296034,-99.023951
1026-AVBAYO-TLC-24,ZACATENCO,ZACATENCO,NO APLICA,12/04/2024,TLAHUAC,Programa SCALL,19.296076,-99.023045
1026-MOBEAD-XOO-24,SAN JUAN MINAS,SAN JUAN MINAS,NO APLICA,15/06/2024,XOCHIMILCO,Programa SCALL,19.25008,-99.0659
1026-ORPOPA-IZA-24,EL VERGEL,EL VERGEL,NO APLICA,15/04/2024,IZTAPALAPA,Programa SCALL,19.317006,-99.079165
1026-RIMOCA-TLN-24,PEDREGAL DE SN NICOLAS 1A SECC,PEDREGAL DE SN NICOLAS 1A SECC,NO APLICA,21/03/2024,TLALPAN,Programa SCALL,19.29261,-99.236
1027-ARSAJU-TLN-24,PEDREGAL DE SN NICOLAS 1A SECC,PEDREGAL DE SN NICOLAS 1A SECC,NO APLICA,06/04/2024,TLALPAN,Programa SCALL,19.29314,-99.2348
1027-GOHOAR-XOO-24,SAN JUAN MINAS,SAN JUAN MINAS,NO APLICA,27/05/2024,XOCHIMILCO,Programa SCALL,19.24941,-99.0666
1027-MUSAAL-TLC-24,SANTA CECILIA,SANTA CECILIA,NO APLICA,28/03/2024,TLAHUAC,Programa SCALL,19.280936,-99.002748
1027-SAPECA-IZA-24,FRANCISCO VILLA,FRANCISCO VILLA,NO APLICA,15/05/2024,IZTAPALAPA,Programa SCALL,19.33742,-99.059746
1028-AYHEAL-TLC-24,BARRIO SAN BARTOLOME (SAN ANDRES MIXQUIC),BARRIO SAN BARTOLOME (SAN ANDRES MIXQUIC),NO APLICA,27/03/2024,TLAHUAC,Programa SCALL,19.227214,-98.962889
1028-CAPECA-XOO-24,SANTA CRUZ ACALPIXCA (PBO),SANTA CRUZ ACALPIXCA (PBO),NO APLICA,09/04/2024,XOCHIMILCO,Programa SCALL,19.24935,-99.0674
1028-CLMEPA-IZA-24,SAN JUAN XALPA,SAN JUAN XALPA,NO APLICA,11/06/2024,IZTAPALAPA,Programa SCALL,19.332719,-99.081323
1028-OLGOMA-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,29/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.425954,-99.105349
1028-RECOSE-IZO-24,CUCHILLA AGRICOLA ORIENTAL,CUCHILLA AGRICOLA ORIENTAL,NO APLICA,06/05/2024,IZTACALCO,Programa SCALL,19.401924,-99.081879
1029-ALGUAL-TLN-24,PEDREGAL DE SN NICOLAS 1A SECC,PEDREGAL DE SN NICOLAS 1A SECC,NO APLICA,26/04/2024,TLALPAN,Programa SCALL,19.29384,-99.2364
1029-RIVIAN-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,24/04/2024,IZTACALCO,Programa SCALL,19.401335,-99.070984
1029-SAPEMA-TLC-24,SAN ANDRES MIXQUIC (PBO),SAN ANDRES MIXQUIC (PBO),NO APLICA,05/04/2024,TLAHUAC,Programa SCALL,19.223398,-98.967147
102-GUGOGU-VEA-24,MOCTEZUMA 2A SECCION I,MOCTEZUMA 2A SECCION I,NO APLICA,20/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.432039,-99.104031
102-LOOLAL-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,10/04/2024,TLAHUAC,Programa SCALL,19.296751,-99.052599
102-RUSAJU-XOO-24,NATIVITAS (TULYEHUALCO),NATIVITAS (TULYEHUALCO),NO APLICA,25/03/2024,XOCHIMILCO,Programa SCALL,19.25029,-99.0125
1030-CASARA-TLC-24,LA ESTACION,LA ESTACION,NO APLICA,08/04/2024,TLAHUAC,Programa SCALL,19.307621,-99.043497
1030-GUARCL-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,31/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.43811,-99.111074
1030-OLFLEV-XOO-24,SANTA CECILIA TEPETLAPA (PBO),SANTA CECILIA TEPETLAPA (PBO),NO APLICA,18/04/2024,XOCHIMILCO,Programa SCALL,19.21638,-99.0994
1030-SAGAMI-TLN-24,PEDREGAL DE SN NICOLAS 1A SECC,PEDREGAL DE SN NICOLAS 1A SECC,NO APLICA,01/04/2024,TLALPAN,Programa SCALL,19.29245,-99.2346
1031-SAMOJO-VEA-24,VALLE GOMEZ,VALLE GOMEZ,NO APLICA,03/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.45525,-99.11703
1031-TRDOLE-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,24/04/2024,IZTACALCO,Programa SCALL,19.401335,-99.070984
1032-ALGUSO-TLN-24,PEDREGAL DE SN NICOLAS 1A SECC,PEDREGAL DE SN NICOLAS 1A SECC,NO APLICA,01/04/2024,TLALPAN,Programa SCALL,19.29326,-99.2342
1032-CHMAIV-TLC-24,SELENE (2DA SECCION),SELENE (2DA SECCION),NO APLICA,13/06/2024,TLAHUAC,Programa SCALL,19.28489,-99.010135
1032-GUROCA-IZA-24,CULHUACAN (PBLO),CULHUACAN (PBLO),NO APLICA,25/05/2024,IZTAPALAPA,Programa SCALL,19.336909,-99.104638
1032-POCAMI-XOO-24,AMPLIACI?ÙN SAN MARCOS NORTE,AMPLIACI?ÙN SAN MARCOS NORTE,NO APLICA,31/07/2024,XOCHIMILCO,Programa SCALL,19.27401,-99.1124
1032-ROHIJO-VEA-24,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,NO APLICA,28/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.439218,-99.113162
1033-CHSEPA-XOO-24,AMPLIACI?ÙN NATIVITAS,AMPLIACI?ÙN NATIVITAS,NO APLICA,27/07/2024,XOCHIMILCO,Programa SCALL,19.23553,-99.0956
1033-COALAD-TLN-24,PEDREGAL DE SN NICOLAS 2A SECC,PEDREGAL DE SN NICOLAS 2A SECC,NO APLICA,30/04/2024,TLALPAN,Programa SCALL,19.28682,-99.2394
1033-ENSAMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,22/04/2024,IZTACALCO,Programa SCALL,19.384349,-99.061636
1034-MAGUMA-TLC-24,SANTIAGO ZAPOTITLAN (PBLO),SANTIAGO ZAPOTITLAN (PBLO),NO APLICA,06/05/2024,TLAHUAC,Programa SCALL,19.300149,-99.028985
1034-PADIMI-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,30/04/2024,IZTACALCO,Programa SCALL,19.401591,-99.070296
1034-PEGAJO-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,09/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429682,-99.056271
1035-BOCAMA-TLC-24,LA ESTACION,LA ESTACION,NO APLICA,24/04/2024,TLAHUAC,Programa SCALL,19.310543,-99.040823
1035-PECOCA-IZA-24,PARAJE SAN JUAN,PARAJE SAN JUAN,NO APLICA,25/06/2024,IZTAPALAPA,Programa SCALL,19.34183,-99.072212
1035-ROARPA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,01/06/2024,IZTACALCO,Programa SCALL,19.395741,-99.059564
1036-DEMARA-IZA-24,JOSE LOPEZ PORTILLO,JOSE LOPEZ PORTILLO,NO APLICA,20/04/2024,IZTAPALAPA,Programa SCALL,19.309742,-99.076622
1036-GASOYO-XOO-24,BARRIO LA ASUNCI?ÙN,BARRIO LA ASUNCI?ÙN,NO APLICA,24/07/2024,XOCHIMILCO,Programa SCALL,19.26721,-99.1031
1036-GOSAMA-TLC-24,AMPLIACION JOSE LOPEZ PORTILLO,AMPLIACION JOSE LOPEZ PORTILLO,NO APLICA,17/05/2024,TLAHUAC,Programa SCALL,19.300958,-99.020334
1036-GURAAN-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,29/06/2024,TLALPAN,Programa SCALL,19.2939,-99.2221
1036-SAOROM-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,30/04/2024,IZTACALCO,Programa SCALL,19.401591,-99.070296
1036-XXNAMA-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,19/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429789,-99.057118
1037-AGDEAR-TLN-24,H?ÎROES DE PADIERNA,H?ÎROES DE PADIERNA,NO APLICA,02/05/2024,TLALPAN,Programa SCALL,19.29376,-99.2182
1037-CRCRSO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,23/03/2024,IZTACALCO,Programa SCALL,19.401049,-99.068224
1037-RAGUVE-IZA-24,SAN MIGUEL TEOTONGO (SECCION LOMA ALTA),SAN MIGUEL TEOTONGO (SECCION LOMA ALTA),NO APLICA,06/06/2024,IZTAPALAPA,Programa SCALL,19.338215,-98.986493
1037-SAMEAN-VEA-24,PENITENCIARIA (AMPL),PENITENCIARIA (AMPL),NO APLICA,06/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.434902,-99.112513
1038-AGJIBL-TLN-24,PEDREGAL DE SN NICOLAS 2A SECC,PEDREGAL DE SN NICOLAS 2A SECC,NO APLICA,30/04/2024,TLALPAN,Programa SCALL,19.28694,-99.2407
