fecha_toma_muestra,pruebas_totales,positivos_totales,pruebas_totales_cdmx,positivos_totales_cdmx,tasa_positividad,tasa_positividad_cdmx
2020-03-05,69,1,52,1,0.0144927536231884,0.01923076923076923
2020-03-13,57,2,46,1,0.03508771929824561,0.0217391304347826
2020-03-19,67,3,67,3,0.04477611940298507,0.04477611940298507
2020-03-24,66,1,60,1,0.01515151515151515,0.01666666666666666
2020-03-26,54,1,50,1,0.01851851851851851,0.02
2020-03-27,32,4,30,4,0.125,0.13333333333333333
2020-03-28,5,1,3,1,0.2,0.3333333333333333
2020-03-29,16,5,16,6,0.3125,0.375
2020-03-30,49,3,46,2,0.06122448979591836,0.04347826086956521
2020-03-31,26,4,24,4,0.15384615384615383,0.16666666666666666
2020-04-01,20,1,17,1,0.05,0.0588235294117647
2020-04-02,42,6,35,3,0.14285714285714285,0.08571428571428572
2020-04-03,31,4,24,4,0.12903225806451613,0.16666666666666666
2020-04-04,69,14,67,14,0.2028985507246377,0.208955223880597
2020-04-05,2337,536,2152,490,0.2293538724860933,0.22769516728624536
2020-04-06,944,218,806,180,0.2309322033898305,0.22332506203473945
2020-04-07,1284,174,1066,151,0.13551401869158877,0.14165103189493433
2020-04-08,1141,212,990,181,0.18580192813321647,0.18282828282828284
2020-04-09,572,109,495,91,0.19055944055944057,0.18383838383838383
2020-04-10,693,166,595,146,0.23953823953823955,0.2453781512605042
2020-04-11,236,77,222,71,0.326271186440678,0.31981981981981983
2020-04-12,169,75,135,60,0.4437869822485207,0.4444444444444444
2020-04-13,911,277,732,232,0.3040614709110867,0.31693989071038253
2020-04-14,878,244,724,195,0.27790432801822323,0.26933701657458564
2020-04-15,878,284,761,253,0.3234624145785877,0.3324572930354796
2020-04-16,1207,333,1050,269,0.275890637945319,0.2561904761904762
2020-04-17,1235,339,1062,288,0.2744939271255061,0.2711864406779661
2020-04-18,466,92,427,85,0.19742489270386265,0.1990632318501171
2020-04-19,251,133,225,114,0.5298804780876494,0.5066666666666667
2020-04-20,1110,425,932,359,0.38288288288288286,0.3851931330472103
2020-04-21,1524,462,1293,363,0.3031496062992126,0.28074245939675174
2020-04-22,1780,512,1546,434,0.2876404494382023,0.2807244501940492
2020-04-23,1375,480,1162,396,0.3490909090909091,0.3407917383820998
2020-04-24,1553,588,1320,485,0.3786220218931101,0.3674242424242424
2020-04-25,494,239,445,218,0.48380566801619435,0.4898876404494382
2020-04-26,410,170,346,146,0.4146341463414634,0.4219653179190752
2020-04-27,1632,649,1406,548,0.39767156862745096,0.38975817923186346
2020-04-28,1696,560,1398,462,0.330188679245283,0.33047210300429186
2020-04-29,1916,713,1600,602,0.3721294363256785,0.37625
2020-04-30,1891,592,1593,501,0.3130618720253834,0.3145009416195857
2020-05-01,741,240,602,190,0.32388663967611336,0.31561461794019935
2020-05-02,649,263,577,227,0.4052388289676425,0.3934142114384749
2020-05-03,556,222,500,197,0.3992805755395683,0.394
2020-05-04,2023,753,1657,622,0.3722194760257044,0.37537718768859385
2020-05-05,1599,586,1370,508,0.36647904940587867,0.3708029197080292
2020-05-06,2176,694,1784,592,0.31893382352941174,0.33183856502242154
2020-05-07,2237,705,1842,585,0.31515422440768887,0.31758957654723124
2020-05-08,2449,921,2000,751,0.3760718660677827,0.3755
2020-05-09,798,351,684,305,0.4398496240601504,0.445906432748538
2020-05-10,469,210,416,176,0.4477611940298507,0.4230769230769231
2020-05-11,2221,892,1755,699,0.40162089149031965,0.39829059829059826
2020-05-12,2256,941,1898,826,0.4171099290780142,0.4351949420442571
2020-05-13,2419,1112,1959,905,0.4596940884663084,0.4619703930576825
2020-05-14,2240,971,1867,798,0.43348214285714287,0.4274236743438672
2020-05-15,2679,1181,2196,969,0.440836132885405,0.4412568306010929
2020-05-16,958,439,796,371,0.4582463465553236,0.46608040201005024
2020-05-17,608,288,519,249,0.47368421052631576,0.4797687861271676
2020-05-18,2721,1182,2212,955,0.43439911797133407,0.4317359855334539
2020-05-19,2561,1207,2113,995,0.47130027333073016,0.4708944628490298
2020-05-20,2685,1239,2145,1014,0.46145251396648046,0.4727272727272727
2020-05-21,2771,1232,2278,996,0.4446048357993504,0.437225636523266
2020-05-22,2785,1227,2267,955,0.44057450628366246,0.4212615791795325
2020-05-23,919,391,804,335,0.425462459194777,0.4166666666666667
2020-05-24,640,300,519,251,0.46875,0.4836223506743738
2020-05-25,2874,1293,2301,1029,0.4498956158663883,0.4471968709256845
2020-05-26,2901,1386,2298,1074,0.47776628748707345,0.46736292428198434
2020-05-27,3311,1454,2691,1180,0.43914225309574145,0.4384986993682646
2020-05-28,2358,1060,1955,898,0.4495335029686175,0.45933503836317136
2020-05-29,2540,1122,2163,958,0.44173228346456694,0.4429033749422099
2020-05-30,1155,547,991,472,0.4735930735930736,0.47628657921291623
2020-05-31,689,346,573,296,0.502177068214804,0.5165794066317626
2020-06-01,3049,1469,2522,1204,0.4817973105936373,0.4773988897700238
2020-06-02,3022,1420,2383,1083,0.4698874917273329,0.45446915652538816
2020-06-03,3240,1458,2583,1110,0.45,0.429732868757259
2020-06-04,2801,1164,2315,954,0.41556586933238127,0.4120950323974082
2020-06-05,2912,1233,2409,1009,0.42342032967032966,0.41884599418846
2020-06-06,1036,482,878,400,0.46525096525096526,0.45558086560364464
2020-06-07,635,294,523,257,0.462992125984252,0.491395793499044
2020-06-08,3166,1495,2579,1200,0.47220467466835125,0.46529662659945714
2020-06-09,2978,1401,2404,1085,0.4704499664204164,0.45133111480865223
2020-06-10,3072,1371,2503,1072,0.4462890625,0.4282860567319217
2020-06-11,3030,1273,2411,986,0.42013201320132015,0.408958938199917
2020-06-12,3095,1249,2532,1006,0.4035541195476575,0.39731437598736175
2020-06-13,1127,435,919,346,0.385980479148181,0.3764961915125136
2020-06-14,853,350,670,262,0.41031652989449,0.39104477611940297
2020-06-15,3108,1145,2516,882,0.3684041184041184,0.3505564387917329
2020-06-16,3184,1248,2627,1023,0.3919597989949749,0.3894175866006852
2020-06-17,3081,1198,2451,952,0.38883479389808506,0.3884128926968584
2020-06-18,2899,1070,2377,874,0.3690927906174543,0.36769036600757254
2020-06-19,2873,1110,2277,868,0.3863557257222416,0.38120333772507686
2020-06-20,978,364,802,300,0.3721881390593047,0.3740648379052369
2020-06-21,726,295,601,245,0.40633608815427,0.4076539101497504
2020-06-22,2729,1103,2199,859,0.4041773543422499,0.3906321055025011
2020-06-23,2805,1074,2338,882,0.38288770053475935,0.3772455089820359
2020-06-24,2703,1073,2274,894,0.39696633370329265,0.39313984168865435
2020-06-25,2864,1085,2362,877,0.378840782122905,0.3712955122777307
2020-06-26,2925,1077,2419,879,0.3682051282051282,0.36337329474989666
2020-06-27,895,360,716,286,0.4022346368715084,0.3994413407821229
2020-06-28,705,241,534,198,0.34184397163120567,0.3707865168539326
2020-06-29,3730,1386,2990,1071,0.37158176943699733,0.35819397993311036
2020-06-30,3306,1285,2662,1011,0.3886872353297035,0.37978963185574754
2020-07-01,3237,1257,2658,999,0.38832252085264135,0.3758465011286682
2020-07-02,2862,1107,2369,905,0.3867924528301887,0.38201772899957787
2020-07-03,3363,1206,2831,984,0.3586083853702052,0.34758036029671496
2020-07-04,1025,354,886,304,0.34536585365853656,0.3431151241534989
2020-07-05,780,244,662,200,0.3128205128205128,0.3021148036253776
2020-07-06,3385,1225,2763,989,0.361890694239291,0.35794426348172276
2020-07-07,3356,1290,2714,998,0.3843861740166865,0.367722918201916
2020-07-08,3342,1234,2867,1053,0.3692399760622382,0.3672828740844088
2020-07-09,3007,1006,2426,739,0.3345527103425341,0.3046166529266282
2020-07-10,3102,990,2591,830,0.3191489361702128,0.32033963720571207
2020-07-11,1034,351,841,286,0.33945841392649906,0.3400713436385256
2020-07-12,748,265,629,227,0.35427807486631013,0.36089030206677264
2020-07-13,3503,1337,2923,1084,0.3816728518412789,0.3708518645227506
2020-07-14,3450,1266,2877,1039,0.36695652173913046,0.3611400764685436
2020-07-15,4411,1410,3827,1164,0.31965540693720246,0.30415469035798276
2020-07-16,4312,1377,3740,1127,0.31934137291280146,0.3013368983957219
2020-07-17,4340,1252,3846,1072,0.28847926267281104,0.2787311492459698
2020-07-18,1801,619,1619,554,0.34369794558578565,0.34218653489808526
2020-07-19,929,296,807,244,0.3186221743810549,0.3023543990086741
2020-07-20,4047,1391,3471,1148,0.34371139115394117,0.3307404206280611
2020-07-21,3755,1223,3195,1040,0.3256990679094541,0.325508607198748
2020-07-22,4179,1464,3678,1318,0.3503230437903805,0.3583469276780859
2020-07-23,3768,1265,3258,1106,0.3357218683651805,0.33947206875383673
2020-07-24,3750,1094,3257,952,0.29173333333333334,0.2922935216456862
2020-07-25,1352,433,1187,380,0.3202662721893491,0.3201347935973041
2020-07-26,912,301,784,250,0.3300438596491228,0.31887755102040816
2020-07-27,3560,1272,2964,1072,0.35730337078651686,0.3616734143049933
2020-07-28,3628,1126,3078,934,0.3103638368246968,0.30344379467186483
2020-07-29,3765,1131,3361,1003,0.300398406374502,0.29842308836655757
2020-07-30,3894,1248,3392,1079,0.3204930662557781,0.31810141509433965
2020-07-31,3758,1184,3258,1006,0.3150612027674295,0.3087783916513198
2020-08-01,1487,444,1295,396,0.29858776059179554,0.30579150579150577
2020-08-02,820,272,684,227,0.33170731707317075,0.33187134502923976
2020-08-03,3077,1017,2642,861,0.330516737081573,0.325889477668433
2020-08-04,3832,1226,3295,1041,0.319937369519833,0.3159332321699545
2020-08-05,3691,1245,3207,1057,0.33730696288268763,0.32959151855316493
2020-08-06,3454,1019,2975,882,0.29502026635784595,0.2964705882352941
2020-08-07,3743,1096,3212,963,0.2928132514026182,0.299813200498132
2020-08-08,1385,396,1217,349,0.28592057761732853,0.2867707477403451
2020-08-09,722,207,588,176,0.2867036011080332,0.29931972789115646
2020-08-10,3499,1102,2931,916,0.3149471277507859,0.31252132378027975
2020-08-11,3925,1270,3468,1113,0.3235668789808917,0.3209342560553633
2020-08-12,3890,1165,3331,1005,0.2994858611825193,0.30171119783848693
2020-08-13,3859,1070,3346,951,0.27727390515677636,0.28421996413628214
2020-08-14,4124,1221,3510,1035,0.2960717749757517,0.2948717948717949
2020-08-15,1499,440,1310,386,0.2935290193462308,0.29465648854961835
2020-08-16,741,216,620,175,0.291497975708502,0.28225806451612906
2020-08-17,3584,1164,3075,987,0.3247767857142857,0.32097560975609757
2020-08-18,3911,1354,3454,1195,0.3462030171311685,0.34597568037058485
2020-08-19,4008,1262,3534,1119,0.3148702594810379,0.3166383701188455
2020-08-20,3229,957,2782,832,0.2963765871786931,0.29906542056074764
2020-08-21,4051,1229,3520,1054,0.30338188101703284,0.2994318181818182
2020-08-22,1473,432,1276,385,0.29327902240325865,0.3017241379310345
2020-08-23,737,255,615,217,0.34599728629579374,0.35284552845528455
2020-08-24,3940,1370,3274,1132,0.3477157360406091,0.34575442883323154
2020-08-25,3644,1321,2981,1065,0.3625137211855105,0.3572626635357263
2020-08-26,5138,1631,4552,1444,0.31743869209809267,0.3172231985940246
2020-08-27,5143,1444,4530,1253,0.2807699786117052,0.27660044150110374
2020-08-28,5197,1384,4585,1212,0.26630748508755053,0.264340239912759
2020-08-29,2111,542,1826,483,0.2567503552818569,0.26451259583789705
2020-08-30,920,279,721,240,0.3032608695652174,0.332871012482663
2020-08-31,4157,1386,3475,1105,0.33341351936492664,0.31798561151079136
2020-09-01,5166,1774,4561,1530,0.34339914827719703,0.33545275158956367
2020-09-02,5373,1759,4705,1508,0.3273776288851666,0.32051009564293303
2020-09-03,5521,1545,4760,1324,0.2798406085854012,0.2781512605042017
2020-09-04,5320,1479,4698,1266,0.2780075187969925,0.26947637292464877
2020-09-05,2000,549,1739,466,0.2745,0.2679700977573318
2020-09-06,1145,335,952,285,0.2925764192139738,0.29936974789915966
2020-09-07,4018,1251,3381,1038,0.3113489298158288,0.3070097604259095
2020-09-08,4997,1621,4384,1411,0.32439463678206926,0.3218521897810219
2020-09-09,5106,1450,4451,1272,0.2839796318057188,0.28577847674679846
2020-09-10,5514,1381,4804,1206,0.2504533913674284,0.25104079933388845
2020-09-11,4918,1274,4357,1135,0.2590483936559577,0.26050034427358276
2020-09-12,2125,674,1899,609,0.3171764705882353,0.320695102685624
2020-09-13,706,232,575,194,0.3286118980169972,0.3373913043478261
2020-09-14,4184,1254,3536,1041,0.2997131931166348,0.2944004524886878
2020-09-15,3169,941,2720,810,0.2969390975071,0.2977941176470588
2020-09-16,578,194,479,161,0.3356401384083045,0.33611691022964507
2020-09-17,4446,1496,3827,1279,0.33648223121907334,0.33420433760125423
2020-09-18,4536,1380,3970,1203,0.30423280423280424,0.3030226700251889
2020-09-19,1913,614,1672,552,0.32096184004181916,0.33014354066985646
2020-09-20,795,285,657,243,0.3584905660377358,0.3698630136986301
2020-09-21,3604,1197,3097,1017,0.3321309655937847,0.3283823054568938
2020-09-22,4575,1447,3996,1287,0.3162841530054645,0.32207207207207206
2020-09-23,4405,1420,3782,1216,0.322360953461975,0.32152300370174514
2020-09-24,4223,1264,3722,1111,0.2993132843949799,0.2984954325631381
2020-09-25,4381,1298,3758,1134,0.2962793882675188,0.30175625332623734
2020-09-26,2102,703,1847,618,0.33444338725023787,0.3345966432051976
2020-09-27,860,295,706,261,0.3430232558139535,0.3696883852691218
2020-09-28,4304,1408,3669,1195,0.3271375464684015,0.32570182611065684
2020-09-29,4447,1417,3869,1268,0.3186417809759388,0.32773326440940814
2020-09-30,4367,1356,3782,1209,0.3105106480421342,0.319672131147541
2020-10-01,3990,1292,3497,1147,0.3238095238095238,0.3279954246496997
2020-10-02,4377,1161,3780,1012,0.26525017135023987,0.2677248677248677
2020-10-03,1781,561,1583,502,0.3149915777653004,0.31711939355653823
2020-10-04,749,282,637,243,0.376502002670227,0.3814756671899529
2020-10-05,3767,1299,3155,1096,0.34483674011149457,0.3473851030110935
2020-10-06,4478,1382,3943,1214,0.3086199196069674,0.3078873953842252
2020-10-07,4790,1371,4163,1203,0.2862212943632568,0.2889742973816959
2020-10-08,4492,1272,3944,1141,0.2831700801424755,0.2893002028397566
2020-10-09,4486,1297,3970,1170,0.2891217119928667,0.2947103274559194
2020-10-10,1601,484,1388,422,0.3023110555902561,0.30403458213256485
2020-10-11,861,286,737,261,0.3321718931475029,0.3541383989145183
2020-10-12,4506,1406,3840,1210,0.3120284065690191,0.3151041666666667
2020-10-13,5628,1751,4854,1473,0.31112295664534473,0.3034610630407911
2020-10-14,4994,1371,4371,1201,0.2745294353223869,0.2747654998856097
2020-10-15,4430,1410,3888,1261,0.3182844243792325,0.3243312757201646
2020-10-16,5512,1694,4883,1493,0.3073294629898404,0.3057546590210936
2020-10-17,2164,666,1922,592,0.3077634011090573,0.30801248699271594
2020-10-18,1121,373,974,309,0.3327386262265834,0.31724845995893225
2020-10-19,6630,2154,5963,1870,0.3248868778280543,0.31360053664262955
2020-10-20,7313,2234,6490,1973,0.3054833857514016,0.30400616332819724
2020-10-21,7120,1931,6277,1720,0.27120786516853934,0.27401624980086026
2020-10-22,7644,1941,6734,1713,0.25392464678178966,0.25438075438075436
2020-10-23,7308,1975,6506,1755,0.27025177887246854,0.2697509990777744
2020-10-24,2384,717,2102,623,0.30075503355704697,0.29638439581351095
2020-10-25,1556,491,1337,417,0.31555269922879176,0.3118922961854899
2020-10-26,7613,2249,6658,1944,0.295415736240641,0.29197957344547915
2020-10-27,8187,2180,7270,1926,0.26627580310247956,0.26492434662998626
2020-10-28,8106,2147,7192,1937,0.26486553170490995,0.2693270300333704
2020-10-29,7794,1869,6770,1601,0.23979984603541185,0.2364844903988183
2020-10-30,6761,1788,5818,1542,0.2644579204259725,0.2650395324853902
2020-10-31,2166,739,1921,651,0.3411819021237304,0.33888599687662674
2020-11-01,994,389,825,320,0.39134808853118713,0.3878787878787879
2020-11-02,2018,706,1757,627,0.34985133795837464,0.35685828116107
2020-11-03,6964,2410,6064,2087,0.34606547960941986,0.3441622691292876
2020-11-04,6996,2222,6145,1980,0.31761006289308175,0.322213181448332
2020-11-05,6771,2084,6037,1889,0.3077831930290947,0.31290376014576776
2020-11-06,6469,1936,5736,1723,0.2992734580306075,0.30038354253835425
2020-11-07,2609,891,2289,787,0.3415101571483327,0.3438182612494539
2020-11-08,1034,441,821,348,0.4264990328820116,0.4238733252131547
2020-11-09,7302,2610,6383,2286,0.3574363188167625,0.3581388062039793
2020-11-10,7936,2709,6964,2334,0.34135584677419356,0.3351522113727743
2020-11-11,6887,2107,5979,1843,0.30593872513431103,0.3082455260076936
2020-11-12,6603,1858,5768,1630,0.2813872482205058,0.28259361997226073
2020-11-13,6600,1926,5837,1695,0.2918181818181818,0.2903888984067158
2020-11-14,2125,693,1847,586,0.3261176470588235,0.31727125067677314
2020-11-15,1020,366,888,325,0.3588235294117647,0.36599099099099097
2020-11-16,822,342,701,288,0.41605839416058393,0.4108416547788873
2020-11-17,6646,1999,5813,1726,0.3007824255191092,0.296920694993979
2020-11-18,6572,2225,5713,1896,0.338557516737675,0.33187467180115526
2020-11-19,6943,2180,6080,1928,0.3139853089442604,0.3171052631578947
2020-11-20,6385,1905,5546,1634,0.2983555207517619,0.29462675802380095
2020-11-21,3742,1215,3338,1072,0.32469267771245325,0.3211503894547633
2020-11-22,2486,1493,2077,1230,0.6005631536604988,0.5922002888781897
2020-11-23,8855,3406,7650,2841,0.3846414455110107,0.37137254901960787
2020-11-24,10244,3130,8865,2762,0.30554470909800857,0.3115623237450649
2020-11-25,10379,2596,8968,2260,0.250120435494749,0.252007136485281
2020-11-26,10570,2775,9111,2415,0.2625354777672658,0.2650642081000988
2020-11-27,10318,2758,8971,2400,0.2672998643147897,0.26752870360049047
2020-11-28,4214,1050,3693,887,0.24916943521594684,0.24018413214189005
2020-11-29,2419,735,2064,631,0.30384456386936753,0.3057170542635659
2020-11-30,11574,3227,10008,2751,0.2788145844133402,0.2748800959232614
2020-12-01,12980,3424,11224,2973,0.2637904468412943,0.26487883107626514
2020-12-02,14526,3645,12495,3129,0.25092936802973975,0.2504201680672269
2020-12-03,14892,3749,12931,3256,0.25174590384098844,0.25179800479467945
2020-12-04,15624,3893,13372,3312,0.2491679467485919,0.24768172300329047
2020-12-05,5456,1472,4826,1289,0.2697947214076246,0.26709490261085783
2020-12-06,3403,938,2878,774,0.275639141933588,0.2689367616400278
2020-12-07,16414,4715,14054,4014,0.28725478250274156,0.28561263697168066
2020-12-08,18026,4857,15408,4092,0.2694441362476423,0.26557632398753894
2020-12-09,17078,4594,14614,3872,0.2690010539875864,0.2649514164499795
2020-12-10,17742,4549,15314,3896,0.2563972494645474,0.25440773148752777
2020-12-11,17025,4375,14616,3754,0.25697503671071953,0.2568418171866448
2020-12-12,5709,1737,4987,1512,0.3042564372044141,0.3031882895528374
2020-12-13,3334,1040,2739,854,0.3119376124775045,0.3117926250456371
2020-12-14,17391,5105,14540,4275,0.2935426369961474,0.29401650618982117
2020-12-15,17156,5026,14589,4255,0.2929587316390767,0.2916580985674138
2020-12-16,16646,4933,13925,4131,0.2963474708638712,0.29666068222621184
2020-12-17,16885,4654,14186,3885,0.2756292567367486,0.2738615536444382
2020-12-18,17509,4938,15002,4112,0.2820263864298361,0.274096787095054
2020-12-19,6761,1761,5950,1516,0.26046442833900313,0.25478991596638656
2020-12-20,3947,1050,3227,858,0.2660248289840385,0.2658816237991943
2020-12-21,18338,5665,15719,4826,0.3089213654706075,0.3070169858133469
2020-12-22,17416,4913,15016,4167,0.28209692237023426,0.2775039957378796
2020-12-23,16729,4667,14527,3992,0.2789766274134736,0.2747986507881875
2020-12-24,12972,3456,11412,2990,0.2664199814986124,0.2620049071153172
2020-12-25,2561,840,2082,661,0.3279968762202265,0.3174831892411143
2020-12-26,5453,1594,4660,1378,0.2923161562442692,0.2957081545064378
2020-12-27,3732,1063,3171,893,0.28483386923901394,0.2816146326080101
2020-12-28,16172,4451,14060,3916,0.2752287905021024,0.27852062588904697
2020-12-29,17443,4693,15222,4054,0.2690477555466376,0.26632505584023125
2020-12-30,16470,4208,14453,3641,0.2554948391013965,0.251920016605549
2020-12-31,12835,3436,11433,2985,0.26770549279314376,0.26108632904749407
2021-01-01,2829,812,2475,704,0.2870272180982679,0.28444444444444444
2021-01-02,4697,1566,3987,1331,0.3334043006174154,0.33383496363180337
2021-01-03,4290,1328,3507,1091,0.3095571095571096,0.3110921015112632
2021-01-04,15805,4543,13773,3927,0.2874406833280607,0.28512306686996297
2021-01-05,18086,5126,15615,4486,0.28342364259648345,0.2872878642331092
2021-01-06,17746,4959,15462,4278,0.27944325481798715,0.27667830811020566
2021-01-07,20145,5335,17165,4614,0.2648299826259618,0.2688027963879988
2021-01-08,18517,4876,15652,4149,0.2633255926986013,0.26507794531050344
2021-01-09,7306,2215,6361,1930,0.3031754722146181,0.30341141329979565
2021-01-10,5336,1416,4344,1209,0.2653673163418291,0.27831491712707185
2021-01-11,19949,5456,17095,4767,0.27349741841696323,0.27885346592570925
2021-01-12,22130,6234,18937,5360,0.2816990510619069,0.2830437767333791
2021-01-13,21977,5786,18788,4995,0.26327524229876687,0.26586118799233555
2021-01-14,27155,7703,23445,6850,0.2836678328116369,0.2921731712518661
2021-01-15,24783,7177,21541,6332,0.28959367308235484,0.29395107005245813
2021-01-16,10280,3028,9036,2725,0.2945525291828794,0.3015714918105356
2021-01-17,8338,2399,7116,2109,0.28771887742863994,0.2963743676222597
2021-01-18,24709,7314,21454,6316,0.2960055040673439,0.2943973151859793
2021-01-19,26866,7356,23111,6361,0.2738033201816422,0.2752369001774047
2021-01-20,26152,7378,22614,6433,0.2821199143468951,0.2844697974705934
2021-01-21,26526,6613,22674,5718,0.24930257106235393,0.25218311722677955
2021-01-22,25241,5827,21479,4969,0.23085456202210689,0.23134224125890404
2021-01-23,9134,2294,7735,1988,0.2511495511276549,0.25701357466063346
2021-01-24,7160,1682,6097,1502,0.2349162011173184,0.246350664261112
2021-01-25,23897,5664,20476,4821,0.2370171988115663,0.2354463762453604
2021-01-26,23644,4920,20237,4301,0.2080866181695145,0.21253150170479815
2021-01-27,26719,5575,23077,4905,0.2086530184512893,0.21254929150236165
2021-01-28,24347,5013,20871,4362,0.205898057255514,0.20899813137846773
2021-01-29,21833,4274,18899,3670,0.19575871387349425,0.19419016879199957
2021-01-30,8487,1411,7141,1203,0.16625427123836456,0.1684638005881529
2021-01-31,6048,1007,5101,858,0.16650132275132276,0.16820231327190746
2021-02-01,5305,1076,4570,918,0.20282752120640904,0.20087527352297593
2021-02-02,20800,4238,18108,3681,0.20375,0.20328031809145128
2021-02-03,23113,4021,19978,3434,0.17397135811015446,0.17188907798578437
2021-02-04,19797,3396,16932,2956,0.17154114259736325,0.1745806756437515
2021-02-05,19487,3220,16985,2872,0.1652383640375635,0.1690903738592876
2021-02-06,6494,1072,5623,914,0.16507545426547582,0.16254668326516097
2021-02-07,4569,664,3960,566,0.14532720507769753,0.14292929292929293
2021-02-08,18860,3424,16297,2975,0.18154825026511137,0.18254893538688105
2021-02-09,20029,3399,17226,2890,0.16970392930251135,0.16776965052827122
2021-02-10,19557,3185,16659,2695,0.16285728895024798,0.16177441623146646
2021-02-11,17746,2684,15019,2263,0.15124535106502873,0.1506758106398562
2021-02-12,18162,2806,15593,2468,0.1544984032595529,0.15827614955428718
2021-02-13,5583,957,4890,823,0.17141321869962386,0.16830265848670756
2021-02-14,3758,479,3344,426,0.12746141564662053,0.12739234449760767
2021-02-15,18226,2846,15657,2475,0.15615055415340723,0.15807625981988888
2021-02-16,17282,2641,15043,2313,0.15281796088415692,0.1537592235591305
2021-02-17,17292,2536,14807,2214,0.14665741383298636,0.14952387384345242
2021-02-18,16873,2280,14350,1983,0.1351271261779174,0.13818815331010453
2021-02-19,15779,2384,13738,2094,0.15108688763546485,0.1524239336147911
2021-02-20,5235,830,4463,704,0.15854823304680038,0.15774142953170514
2021-02-21,3579,488,3009,421,0.13635093601564682,0.13991359255566632
2021-02-22,17163,2762,14804,2390,0.16092757676396902,0.1614428532828965
2021-02-23,16768,2570,14408,2288,0.15326812977099236,0.15880066629650194
2021-02-24,16148,2358,13837,2095,0.14602427545206836,0.15140565151405652
2021-02-25,14801,2217,12583,1975,0.14978717654212553,0.156957800206628
2021-02-26,15085,2077,12909,1819,0.13768644348690753,0.14090944302424666
2021-02-27,4929,780,4083,683,0.15824710894704808,0.16727896154788147
2021-02-28,4098,510,3444,445,0.12445095168374816,0.1292102206736353
2021-03-01,16520,2673,13918,2318,0.1618038740920097,0.1665469176605834
2021-03-02,14877,2178,12693,1891,0.14640048396854205,0.1489797526195541
2021-03-03,15964,2333,13529,2049,0.1461413179654222,0.1514524355089068
2021-03-04,13389,2054,11429,1834,0.15340951527373217,0.16046898241315952
2021-03-05,11544,1794,9824,1595,0.1554054054054054,0.16235749185667753
2021-03-06,5648,720,4665,645,0.1274787535410765,0.1382636655948553
2021-03-07,4000,507,3283,424,0.12675,0.12915016752969843
2021-03-08,14767,2390,12820,2058,0.16184736236202343,0.16053042121684868
2021-03-09,13656,2020,12003,1778,0.1479203280609256,0.14812963425810213
2021-03-10,12278,1759,10425,1553,0.14326437530542432,0.14896882494004796
2021-03-11,12105,1691,10350,1495,0.13969434118133003,0.14444444444444443
2021-03-12,12155,1629,10397,1447,0.13401892225421638,0.13917476195056266
2021-03-13,3900,579,3324,513,0.14846153846153845,0.15433212996389892
2021-03-14,2095,320,1790,277,0.15274463007159905,0.1547486033519553
2021-03-15,2635,352,2296,316,0.1335863377609108,0.13763066202090593
2021-03-16,13734,2018,11850,1772,0.14693461482452308,0.14953586497890295
2021-03-17,13042,1686,11249,1477,0.12927465112712774,0.13130056004978222
2021-03-18,12105,1481,10420,1321,0.12234613795952086,0.12677543186180423
2021-03-19,10904,1238,9317,1095,0.11353631694790904,0.1175271009981754
2021-03-20,3420,509,2899,410,0.14883040935672515,0.1414280786478096
2021-03-21,2393,319,2108,268,0.13330547430004178,0.127134724857685
2021-03-22,14111,1689,12097,1477,0.11969385585713271,0.12209638753409936
2021-03-23,11900,1538,10137,1384,0.1292436974789916,0.13652954523034427
2021-03-24,12315,1297,10393,1127,0.10531871701177424,0.10843837198114116
2021-03-25,10937,1160,9407,1036,0.10606199140532138,0.1101307536940576
2021-03-26,9145,1105,7745,984,0.12083105522143248,0.12704970948999356
2021-03-27,3802,438,3216,376,0.11520252498684903,0.11691542288557212
2021-03-28,2039,253,1737,226,0.12408043158410986,0.13010938399539437
2021-03-29,11246,1401,9702,1178,0.12457762760092478,0.12141826427540713
2021-03-30,11580,1249,9961,1089,0.10785837651122623,0.10932637285413112
2021-03-31,9630,1198,8344,1042,0.12440290758047769,0.12488015340364332
2021-04-01,8674,720,7409,609,0.0830066866497579,0.08219732757457146
2021-04-02,5832,567,4927,485,0.09722222222222222,0.09843718286990057
2021-04-03,1504,217,1335,190,0.14428191489361702,0.14232209737827714
2021-04-04,1537,240,1322,189,0.1561483409238777,0.14296520423600606
2021-04-05,10082,1219,8591,1051,0.12090854989089468,0.1223373297637062
2021-04-06,9678,1218,8308,1060,0.12585244885306882,0.12758786711603273
2021-04-07,10164,1171,8751,1030,0.11521054702872884,0.11770083419037825
2021-04-08,10936,1055,9310,927,0.09647037307973665,0.09957035445757252
2021-04-09,9915,1039,8384,906,0.1047907211296016,0.10806297709923664
2021-04-10,3661,458,3152,387,0.12510243102977328,0.12277918781725888
2021-04-11,2833,242,2356,191,0.08542181433109777,0.08106960950764007
2021-04-12,11469,1217,9537,1054,0.10611212834597612,0.1105169340463458
2021-04-13,12887,1187,10863,1013,0.09210832622022191,0.09325232440393998
2021-04-14,10021,834,8652,755,0.08322522702325118,0.08726306056403144
2021-04-15,10484,893,9010,789,0.0851774132010683,0.08756936736958934
2021-04-16,9447,896,8212,775,0.09484492431459722,0.09437408670238676
