,cycleId,latitude_decimal,longitude_decimal,CO
256885,fff96cd3df480182,19.39887138888889,-99.02462360833334,-0.03
256897,fff96cd3df480182,19.398872066666662,-99.0246237777778,-0.03
256905,fffff330c94e96c7,19.398872405555554,-99.02462343888892,-0.03
256943,fffa409068be2991,19.39886376388889,-99.024627675,-0.01
256944,fffa409068be2991,19.39886376388889,-99.024627675,-0.03
257053,fffa409068be2991,19.39886596666667,-99.02462835277778,-0.01
257054,fffa409068be2991,19.39886596666667,-99.02462835277778,-0.03
257163,fffa409068be2991,19.398867322222223,-99.02462886111113,-0.01
257164,fffa409068be2991,19.398867322222223,-99.02462886111113,-0.03
257218,fffb78a1b09046d3,19.398868508333333,-99.02463936666668,-0.03
257242,fffb78a1b09046d3,19.39886766111111,-99.0246380111111,-0.03
257254,fffb78a1b09046d3,19.398867491666667,-99.02463784166665,-0.03
257266,fffb78a1b09046d3,19.398866644444443,-99.02463733333332,-0.03
257290,fffb78a1b09046d3,19.398866475,-99.02463716388888,-0.03
257302,fff54caf0d62dff4,19.398867322222223,-99.02463563888892,-0.0
257303,fff54caf0d62dff4,19.398867322222223,-99.02463563888892,-0.03
257758,fff54caf0d62dff4,19.398866644444443,-99.02463496111112,-0.0
257759,fff54caf0d62dff4,19.398866644444443,-99.02463496111112,-0.03
257986,fff54caf0d62dff4,19.398866644444443,-99.02463479166668,-0.0
257987,fff54caf0d62dff4,19.398866644444443,-99.02463479166668,-0.03
258214,fff54caf0d62dff4,19.398866813888887,-99.024633775,-0.0
258215,fff54caf0d62dff4,19.398866813888887,-99.024633775,-0.03
258670,fff774c3e36cf45c,19.39886715277778,-99.02464021388889,-0.02
258671,fff774c3e36cf45c,19.39886715277778,-99.02464021388889,-0.03
258678,fff774c3e36cf45c,19.39886867777778,-99.02463835000002,-0.02
258679,fff774c3e36cf45c,19.39886867777778,-99.02463835000002,-0.03
258686,fff76aac73de9b50,19.398868508333333,-99.02463733333332,-0.03
258758,fff76aac73de9b50,19.398866475,-99.02463851944444,-0.03
258830,fff76aac73de9b50,19.398865797222225,-99.02463716388888,-0.03
258866,fff083705aafde90,19.39886495,-99.02463479166668,-0.03
258960,fff2906df5e8b41f,19.39885851111111,-99.0246303861111,-0.03
259218,fff2906df5e8b41f,19.39885698611111,-99.02463208055556,-0.03
259347,fff2906df5e8b41f,19.39885664722222,-99.02463258888888,-0.03
259605,fff2906df5e8b41f,19.398853766666665,-99.02463733333332,-0.03
259734,fffd027a51d0b822,19.39886901666667,-99.02463462222222,-0.03
259898,fff94196c7a522ad,19.398874269444445,-99.024630725,-0.03
259906,fff94196c7a522ad,19.39887172777778,-99.0246319111111,-0.03
259910,fff94196c7a522ad,19.398871558333333,-99.02463208055556,-0.03
259918,fff94196c7a522ad,19.398869525,-99.02463275833333,-0.03
259922,fffe83fb596a07ed,19.398869525,-99.02463292777776,-0.03
259998,fffe83fb596a07ed,19.39886410277778,-99.0246330972222,-0.03
260036,fffe83fb596a07ed,19.39886393333333,-99.02463292777776,-0.03
260112,fff7858db1b3aa33,19.39887003333333,-99.02464495833333,-0.03
260138,fff7858db1b3aa33,19.39887325277778,-99.02463868888888,-0.03
260164,fff7858db1b3aa33,19.3988741,-99.02463546944443,-0.03
260177,fff5ef5857230a50,19.398873761111112,-99.02463106388888,-0.03
260348,fff704cee258a1ad,19.398862069444444,-99.02464207777778,-0.03
260369,fff704cee258a1ad,19.398862069444444,-99.02464190833334,-0.03
260411,fff704cee258a1ad,19.39886325555556,-99.0246414,-0.03
260432,fff704cee258a1ad,19.398863425,-99.0246414,-0.03
260474,fffc686495ce4b3c,19.398868,-99.02463004722225,-0.03
260482,fffc686495ce4b3c,19.398865797222225,-99.02463258888888,-0.03
260486,fffc686495ce4b3c,19.398865458333333,-99.02463258888888,-0.03
260494,fff2d31346a45fee,19.398864272222223,-99.02463394444445,-0.03
260586,fff2d31346a45fee,19.398860375,-99.0246414,-0.03
260632,fff2d31346a45fee,19.398860375,-99.02464156944444,-0.03
260724,fff2d31346a45fee,19.39885969722222,-99.02464207777778,-0.03
260770,fff74fa04975ca6c,19.398872744444443,-99.0246231,-0.03
260778,fff74fa04975ca6c,19.398871558333333,-99.02462191388888,-0.03
260786,fff74fa04975ca6c,19.398869863888887,-99.02462174444445,-0.03
260790,fff378f8330cba70,19.398869525,-99.02462191388888,-0.03
260798,fff378f8330cba70,19.398870372222223,-99.02462615000002,-0.03
260802,fff378f8330cba70,19.398870372222223,-99.02462631944444,-0.03
260810,fff05d96cc98cf69,19.39887088055556,-99.02462784444444,-0.03
260818,fff05d96cc98cf69,19.398869694444443,-99.02462852222224,-0.03
260826,fffa1477f4e0f5d5,19.39886867777778,-99.0246292,-0.03
260834,fffa1477f4e0f5d5,19.39886562777778,-99.024627675,-0.03
260846,fff773765ba64f68,19.39886495,-99.0246295388889,-0.03
260856,fff773765ba64f68,19.398866136111117,-99.02463360555556,-0.03
260866,fffd235257e158e1,19.398866475,-99.02463411388888,-0.03
260874,fffd235257e158e1,19.39886867777778,-99.02463563888892,-0.03
260886,fffd235257e158e1,19.39886783055556,-99.02463496111112,-0.03
260890,fff9915ff730b5f8,19.39886766111111,-99.02463513055557,-0.03
260898,fff9915ff730b5f8,19.39886630555556,-99.02462801388889,-0.03
260902,fff9915ff730b5f8,19.398866475,-99.024627675,-0.03
260910,fff9915ff730b5f8,19.39886698333333,-99.02462564166666,-0.03
260914,fffd2dcadda9b311,19.39886698333333,-99.02462564166666,-0.03
260922,fffbceee2b13c4fb,19.39886528888889,-99.0246319111111,-0.03
260928,fffbceee2b13c4fb,19.398866136111117,-99.0246319111111,-0.03
260937,fffbceee2b13c4fb,19.398867322222223,-99.02463275833333,-0.03
260940,fffbcdd653e63041,19.398867491666667,-99.02463292777776,-0.03
260946,fffbcdd653e63041,19.398869863888887,-99.0246364861111,-0.03
260952,fff03dc61bf32276,19.39887003333333,-99.02463818055556,-0.03
260960,fff03dc61bf32276,19.398872913888887,-99.02463936666668,-0.03
260964,fff03dc61bf32276,19.39887308333333,-99.02463936666668,-0.03
260972,fff03dc61bf32276,19.398874269444445,-99.02464004444444,-0.03
260976,fff06bd2cb5ac65b,19.39887443888889,-99.02464004444444,-0.03
260984,fff06bd2cb5ac65b,19.39887630277778,-99.02463750277778,-0.03
260996,fff06bd2cb5ac65b,19.398875116666662,-99.02463767222224,-0.03
261000,fff7a9fe21c26a1c,19.39887494722222,-99.02463767222224,-0.03
261016,fff7a9fe21c26a1c,19.39887020277778,-99.02463835000002,-0.03
261024,fff7a9fe21c26a1c,19.39887003333333,-99.02463835000002,-0.03
261040,fff7a9fe21c26a1c,19.398868847222225,-99.02463851944444,-0.03
261048,fff4812b42e96185,19.398866475,-99.0246391972222,-0.03
261051,fff4812b42e96185,19.398866136111117,-99.02463902777778,-0.03
261057,fff4812b42e96185,19.39886410277778,-99.0246364861111,-0.03
261063,fff4812b42e96185,19.39886376388889,-99.02463343611112,-0.03
261066,fff1f0ce27373b71,19.39886376388889,-99.02463343611112,-0.03
261069,fff1f0ce27373b71,19.398864272222223,-99.02463174166664,-0.03
261072,fff1f0ce27373b71,19.398864441666667,-99.02463174166664,-0.03
261078,fff1260c3cd99637,19.398865458333333,-99.0246319111111,-0.03
261086,fff1260c3cd99637,19.39887172777778,-99.02463123333334,-0.03
261090,fff1260c3cd99637,19.39887189722222,-99.02463106388888,-0.03
261098,fff1260c3cd99637,19.398873422222223,-99.024630725,-0.03
261102,ffff04cfa43085a1,19.398873591666668,-99.024630725,-0.03
261110,ffff04cfa43085a1,19.398876641666668,-99.02463089444446,-0.03
261118,ffff04cfa43085a1,19.39887698055556,-99.02463004722225,-0.03
261122,fffacbff8a3b7d6f,19.39887698055556,-99.02463004722225,-0.03
261124,fff6a152594cab65,19.398876641666668,-99.02462733611112,-0.03
261127,fff6a152594cab65,19.398876641666668,-99.02462716666668,-0.03
261133,fff6a152594cab65,19.398876811111112,-99.02462665833332,-0.03
261136,fff6a152594cab65,19.398876641666668,-99.02462665833332,-0.03
261142,fff1cb8f136ff683,19.398873761111112,-99.02462564166666,-0.03
261145,fff1cb8f136ff683,19.398873591666668,-99.02462564166666,-0.03
261151,fff1cb8f136ff683,19.3988741,-99.02462530277778,-0.03
261154,fff579a324cfbc22,19.398874269444445,-99.0246254722222,-0.03
261200,fff579a324cfbc22,19.39887630277778,-99.0246242861111,-0.03
261223,fff579a324cfbc22,19.398876472222224,-99.0246242861111,-0.03
261269,fff579a324cfbc22,19.398876811111112,-99.0246237777778,-0.03
261292,fff51b9d028d9f20,19.39886528888889,-99.02462140555556,-0.03
261294,fff91ad975392b46,19.39886359444445,-99.024624625,-0.03
261324,fff91ad975392b46,19.39886325555556,-99.0246249638889,-0.03
261344,fff91ad975392b46,19.398863425,-99.02462598055556,-0.03
261354,fffe53f29f7aa9cf,19.39887172777778,-99.02461174722222,-0.03
261356,fffa1b568ee243ed,19.398872744444443,-99.0246100527778,-0.03
261362,fffa1b568ee243ed,19.398873422222223,-99.0246112388889,-0.03
261368,fff6a99015f66389,19.39887138888889,-99.0246147972222,-0.03
261374,fffd40fc3d9c22bb,19.398869863888887,-99.02461310277778,-0.03
261388,fff4e7503561afbd,19.39886156111111,-99.02460717222222,-0.03
261396,fff4e7503561afbd,19.39885868055556,-99.02460852777776,-0.03
261404,fff4e7503561afbd,19.39885800277778,-99.02460801944444,-0.03
261408,fff3531e9d695db5,19.398858172222223,-99.02460818888888,-0.03
261416,fff3531e9d695db5,19.39886393333333,-99.02461293333334,-0.03
261420,fff3531e9d695db5,19.39886410277778,-99.02461344166666,-0.03
261428,fff3531e9d695db5,19.398865458333333,-99.02461716944444,-0.03
261432,fff339d761650da4,19.398865458333333,-99.02461767777778,-0.03
261440,fff9bfeff5e3c721,19.398866813888887,-99.02462598055556,-0.03
261456,fff9bfeff5e3c721,19.398868169444444,-99.02462818333332,-0.03
261472,fff9bfeff5e3c721,19.39886833888889,-99.02462852222224,-0.03
261504,fff9bfeff5e3c721,19.398868847222225,-99.0246292,-0.03
261536,fffca45fa3d065a0,19.398872405555554,-99.024636825,-0.03
261545,fffca45fa3d065a0,19.398872405555554,-99.02463665555554,-0.03
261548,fffca45fa3d065a0,19.398872405555554,-99.0246364861111,-0.03
261554,fffca45fa3d065a0,19.398872575,-99.02463580833334,-0.03
261557,fffb8f99847bf2a3,19.398872575,-99.02463597777778,-0.03
261563,fffb8f99847bf2a3,19.398872405555554,-99.02463496111112,-0.03
261566,fffb8f99847bf2a3,19.398872405555554,-99.02463479166668,-0.03
261572,fffb8f99847bf2a3,19.39887308333333,-99.0246330972222,-0.03
261575,fff5e6e748be57f0,19.39887325277778,-99.02463275833333,-0.03
261633,fff5e6e748be57f0,19.39887494722222,-99.02463004722225,-0.03
261720,fff5e6e748be57f0,19.39887528611111,-99.02462987777778,-0.03
261749,fffe006a3d62750d,19.398866136111117,-99.02463241944444,-0.03
261751,fffe0e2d72bf2e92,19.398866475,-99.02462970833334,-0.03
261754,fffe0e2d72bf2e92,19.398866475,-99.0246295388889,-0.03
261760,fffe0e2d72bf2e92,19.398866136111117,-99.02463055555556,-0.03
261766,fff460a962f920b0,19.39886783055556,-99.024633775,-0.03
261785,fff460a962f920b0,19.398868,-99.02463360555556,-0.03
261823,fff8ab9d40c2ec06,19.39887308333333,-99.02463157222222,-0.03
261846,fff8ab9d40c2ec06,19.398872913888887,-99.02463174166664,-0.03
261892,fff8ab9d40c2ec06,19.398872744444443,-99.02463106388888,-0.03
261915,fff8ab9d40c2ec06,19.398872575,-99.02463123333334,-0.03
261961,fff85f6c4616374c,19.3988741,-99.02462513333332,-0.03
261969,fff85f6c4616374c,19.398873761111112,-99.0246249638889,-0.03
261977,fff5f290ee603ac7,19.398873422222223,-99.02462648888888,-0.03
262005,fff5f290ee603ac7,19.39887189722222,-99.02462716666668,-0.03
262019,fff5f290ee603ac7,19.39887172777778,-99.0246269972222,-0.03
262047,fff72f2fc34ba9a1,19.398870372222223,-99.0246231,-0.03
262055,fff72f2fc34ba9a1,19.398869186111117,-99.02462479444446,-0.03
262067,fff72f2fc34ba9a1,19.398868169444444,-99.02462513333332,-0.03
262071,ffffba7a86cb974a,19.398868169444444,-99.02462530277778,-0.03
262083,ffffba7a86cb974a,19.398868,-99.02462343888892,-0.03
262095,fff7067ffd7675c9,19.398867491666667,-99.02462903055554,-0.03
262101,fff7067ffd7675c9,19.398867491666667,-99.0246292,-0.03
262113,fff7067ffd7675c9,19.398868,-99.02463055555556,-0.03
262131,fff56b30220f02bc,19.398871558333333,-99.02463106388888,-0.03
262158,fff56b30220f02bc,19.39887088055556,-99.02463292777776,-0.03
262239,fff56b30220f02bc,19.39887105,-99.02463258888888,-0.03
262266,fff58af255c6eda0,19.39887731944444,-99.02462801388889,-0.03
262282,fff58af255c6eda0,19.398872744444443,-99.02462784444444,-0.03
262290,fff58af255c6eda0,19.398872575,-99.024627675,-0.03
262306,fffccf6c1bd71911,19.398866136111117,-99.02463292777776,-0.03
262582,fffccf6c1bd71911,19.398868508333333,-99.02463089444446,-0.03
262720,fffccf6c1bd71911,19.398868508333333,-99.02463055555556,-0.03
262996,fffccf6c1bd71911,19.398869694444443,-99.02462886111113,-0.03
263134,fff56c4831a244cc,19.39886901666667,-99.02464716111112,-0.03
263186,fffa3bec650edc33,19.398873422222223,-99.02463208055556,-0.03
263210,fffa3bec650edc33,19.398874269444445,-99.02463428333331,-0.03
263246,ffff11b8ed8401ed,19.39887613333333,-99.0246364861111,-0.03
263297,ffff11b8ed8401ed,19.39887613333333,-99.02463665555554,-0.03
263399,ffff11b8ed8401ed,19.398876641666668,-99.02463750277778,-0.03
263501,fff85fab9ae88ce7,19.39890155,-99.02463818055556,-0.03
263557,fff85fab9ae88ce7,19.39890155,-99.0246380111111,-0.03
263669,fff85fab9ae88ce7,19.398901888888886,-99.02463902777778,-0.03
263725,fff85fab9ae88ce7,19.39890205833333,-99.02463902777778,-0.03
263837,fff5d13eff4cbaa7,19.398882741666664,-99.0246380111111,-0.03
263840,fff5d13eff4cbaa7,19.39888291111111,-99.02463818055556,-0.03
263846,fff5d13eff4cbaa7,19.39888223333333,-99.02463835000002,-0.03
263855,fff5d13eff4cbaa7,19.398881047222226,-99.02463902777778,-0.03
263858,fff5d13eff4cbaa7,19.398880877777778,-99.02463902777778,-0.03
263861,fffa835e4cab62de,19.398880877777778,-99.02463902777778,-0.03
263889,fffa835e4cab62de,19.39887715,-99.02463818055556,-0.03
263945,fffa835e4cab62de,19.39887613333333,-99.0246380111111,-0.03
263973,fffe665eec0a752a,19.398876641666668,-99.02464089166668,-0.03
263994,fffe665eec0a752a,19.39887698055556,-99.02464055277778,-0.03
264036,fffe665eec0a752a,19.398880030555556,-99.02464004444444,-0.03
264057,fffe665eec0a752a,19.3988802,-99.02464004444444,-0.03
264099,fffe665eec0a752a,19.39888223333333,-99.02464038333332,-0.03
264120,ffff57f25f12953c,19.398872913888887,-99.024630725,-0.03
264198,fff3cb2af5e58bea,19.398881216666663,-99.024633775,-0.03
264254,fff3cb2af5e58bea,19.39888138611111,-99.02463360555556,-0.03
264366,fff3cb2af5e58bea,19.398882402777776,-99.02463360555556,-0.03
264534,fff23f6b8b1ae97f,19.39886291666667,-99.02464309444446,-0.03
264570,fff23f6b8b1ae97f,19.39886393333333,-99.02464343333334,-0.03
264606,fff23f6b8b1ae97f,19.39886376388889,-99.02464343333334,-0.03
264678,fffc455fa5028bf5,19.39887003333333,-99.02463241944444,-0.03
264684,fffc455fa5028bf5,19.398869694444443,-99.024630725,-0.03
264690,fffc455fa5028bf5,19.39886867777778,-99.02462869166668,-0.03
264693,fff5ecba93f26a11,19.398868508333333,-99.02462852222224,-0.03
264701,fff5ecba93f26a11,19.398867322222223,-99.0246242861111,-0.03
264705,fff5ecba93f26a11,19.398867491666667,-99.0246242861111,-0.03
264709,fff5ecba93f26a11,19.398867322222223,-99.02462445555554,-0.03
264713,fff5ecba93f26a11,19.398867491666667,-99.02462445555554,-0.03
264721,fff5ecba93f26a11,19.39886833888889,-99.0246254722222,-0.03
264725,fff50d3c37dfeb40,19.398868508333333,-99.02462564166666,-0.03
264763,fff50d3c37dfeb40,19.398868508333333,-99.02463326666668,-0.03
264782,fff50d3c37dfeb40,19.39886867777778,-99.024633775,-0.03
264801,fff50d3c37dfeb40,19.398869355555554,-99.0246380111111,-0.03
264820,fff50d3c37dfeb40,19.398869355555554,-99.02463835000002,-0.03
264858,fff50d3c37dfeb40,19.398870541666668,-99.02464106111113,-0.03
264877,fffd4405b9818f3f,19.39887088055556,-99.02464224722222,-0.03
264901,fffd4405b9818f3f,19.39887460833333,-99.02464614444445,-0.03
264925,fffd4405b9818f3f,19.398874777777777,-99.02464682222222,-0.03
264937,fff72ee18ca47bea,19.398872744444443,-99.02464851666667,-0.03
264945,fff72ee18ca47bea,19.39887223611111,-99.02464885555554,-0.03
264949,fff72ee18ca47bea,19.39887172777778,-99.0246493638889,-0.03
264953,fff72ee18ca47bea,19.398871558333333,-99.02464919444446,-0.03
264961,fff72ee18ca47bea,19.39887138888889,-99.024649025,-0.03
264965,fff2ef98ed1bead2,19.39887138888889,-99.02464919444446,-0.03
265013,fff2ef98ed1bead2,19.39886867777778,-99.02464868611108,-0.03
265037,fff2ef98ed1bead2,19.398868508333333,-99.02464885555554,-0.03
265061,fff2ef98ed1bead2,19.39886783055556,-99.02464987222224,-0.03
265085,fff2ef98ed1bead2,19.39886783055556,-99.02464970277778,-0.03
265133,fff2ef98ed1bead2,19.39886698333333,-99.02465055,-0.03
265157,fff6f99c5b26f7b9,19.39886291666667,-99.02464326388888,-0.03
265179,fff8a995f5009dbf,19.398873761111112,-99.02463885833332,-0.03
265187,fff8a995f5009dbf,19.398872405555554,-99.0246380111111,-0.03
265191,fff8a995f5009dbf,19.39887223611111,-99.02463784166665,-0.03
265199,fff8a995f5009dbf,19.39887003333333,-99.02463750277778,-0.03
265203,fff8a995f5009dbf,19.398869694444443,-99.02463733333332,-0.03
265211,fff8a995f5009dbf,19.39886783055556,-99.02463716388888,-0.03
265215,fffda09221a58679,19.398867491666667,-99.02463716388888,-0.03
265223,fff61bb90703062f,19.39887935277778,-99.02465088888889,-0.03
265232,fff61bb90703062f,19.398879013888887,-99.02465241388887,-0.03
265241,fff61bb90703062f,19.398878844444443,-99.02465241388887,-0.03
265259,fff61bb90703062f,19.398878505555555,-99.02465292222224,-0.03
265277,fff61bb90703062f,19.398878166666663,-99.02465326111113,-0.03
265286,fffe2c7842a63d65,19.398871219444445,-99.02464919444446,-0.03
265310,fffe2c7842a63d65,19.39887138888889,-99.02464885555554,-0.03
265322,fffe2c7842a63d65,19.398872066666662,-99.02464766944443,-0.03
265334,fffe2c7842a63d65,19.398872066666662,-99.0246475,-0.03
265358,fffd410c364473d1,19.398865458333333,-99.02464766944443,-0.03
265366,fffd410c364473d1,19.39886596666667,-99.02464495833333,-0.03
265370,fffd410c364473d1,19.39886630555556,-99.02464478888888,-0.03
265374,fffd410c364473d1,19.39886715277778,-99.02464461944444,-0.03
265386,fff31f08fa211fef,19.398868508333333,-99.02464614444445,-0.03
265394,fff31f08fa211fef,19.398869355555554,-99.02464428055556,-0.03
265398,fff31f08fa211fef,19.398869355555554,-99.02464394166664,-0.03
265402,fff31f08fa211fef,19.398869863888887,-99.02464004444444,-0.03
265410,fff31f08fa211fef,19.39886867777778,-99.02463750277778,-0.03
265414,fff9e93aec27a74e,19.398868508333333,-99.024636825,-0.03
265422,fff9e93aec27a74e,19.39886766111111,-99.02463818055556,-0.03
265426,fff9e93aec27a74e,19.39886783055556,-99.02463851944444,-0.03
265434,fff9e93aec27a74e,19.39886766111111,-99.02463851944444,-0.03
265446,fff6e16c0f9d577e,19.398868508333333,-99.02463818055556,-0.03
265476,fff6bf15561cd8fe,19.39887460833333,-99.02463597777778,-0.03
265484,fffc85d34275557d,19.398864272222223,-99.02465190555556,-0.03
265577,fffc85d34275557d,19.39886461111111,-99.02465224444444,-0.03
265608,fffc85d34275557d,19.39886461111111,-99.02465241388887,-0.03
265670,fffc85d34275557d,19.398864272222223,-99.02465156666668,-0.03
265701,fffc8fe8162d0f2a,19.39886630555556,-99.02463546944443,-0.03
265773,fffc8fe8162d0f2a,19.398866644444443,-99.02463428333331,-0.03
265809,fffc8fe8162d0f2a,19.398866644444443,-99.02463411388888,-0.03
265881,fffc8fe8162d0f2a,19.39886698333333,-99.024630725,-0.03
265917,fff8b51623eb40fc,19.398867322222223,-99.02465292222224,-0.03
265925,fff8b51623eb40fc,19.398861222222227,-99.02464868611108,-0.03
265937,fff8b51623eb40fc,19.398861222222227,-99.02464716111112,-0.03
265941,fffdebd10570efb7,19.398861222222227,-99.02464699166669,-0.03
265949,fffdebd10570efb7,19.398859188888885,-99.02464461944444,-0.03
265953,fffdebd10570efb7,19.398859188888885,-99.02464478888888,-0.03
265961,fffdebd10570efb7,19.39885885,-99.024645975,-0.03
265965,fff48e3ea796b50c,19.39885885,-99.02464614444445,-0.03
265973,fff48e3ea796b50c,19.398857325,-99.02464868611108,-0.03
265981,fff48e3ea796b50c,19.398856477777777,-99.02464953333332,-0.03
265985,fff4ec2499c96790,19.39885630833333,-99.02464953333332,-0.03
265993,fff4ec2499c96790,19.39885546111111,-99.02464868611108,-0.03
265997,fff4ec2499c96790,19.398855291666667,-99.02464851666667,-0.03
266005,ffff04817709e793,19.39885563055556,-99.02464970277778,-0.03
266037,ffff04817709e793,19.39885546111111,-99.02465190555556,-0.03
266053,ffff04817709e793,19.39885563055556,-99.024652075,-0.03
266085,fff1513d06366bb9,19.398852072222223,-99.02464428055556,-0.03
266088,fff1513d06366bb9,19.39885241111111,-99.02464445,-0.03
266097,fff1513d06366bb9,19.39885275,-99.0246452972222,-0.03
266100,fffa02447e7c0631,19.39885275,-99.0246452972222,-0.03
266108,fffa02447e7c0631,19.398851563888886,-99.02464631388888,-0.03
266112,fffa02447e7c0631,19.398851563888886,-99.02464648333331,-0.03
266116,fffa02447e7c0631,19.398849869444444,-99.02464716111112,-0.03
266124,fffae86c457f789f,19.3988497,-99.02464885555554,-0.03
266126,fff2e2456ee8d0cf,19.39884885277778,-99.0246493638889,-0.03
266132,fff2e2456ee8d0cf,19.39884936111111,-99.0246493638889,-0.03
266135,fff2e2456ee8d0cf,19.39884936111111,-99.02464919444446,-0.03
266141,fff2e2456ee8d0cf,19.398850886111116,-99.02464953333332,-0.03
266144,fff3526ae9f0b7fd,19.398852580555555,-99.02464953333332,-0.03
266147,fff3526ae9f0b7fd,19.39885275,-99.02464953333332,-0.03
266153,fff3526ae9f0b7fd,19.39885393611111,-99.02465038055556,-0.03
266156,fff3526ae9f0b7fd,19.398854105555557,-99.02465038055556,-0.03
266162,fff3526ae9f0b7fd,19.398855969444444,-99.02465258333332,-0.03
266165,fff3526ae9f0b7fd,19.39885630833333,-99.0246527527778,-0.03
266168,ffff96c93dbb99dc,19.39885630833333,-99.0246527527778,-0.03
266171,ffff96c93dbb99dc,19.398859188888885,-99.02465292222224,-0.03
266174,ffff96c93dbb99dc,19.398859188888885,-99.0246527527778,-0.03
266180,fff578170d88dcdd,19.39885969722222,-99.02465156666668,-0.03
266188,fff578170d88dcdd,19.398863086111117,-99.02464987222224,-0.03
266196,fff578170d88dcdd,19.39886376388889,-99.02465055,-0.03
266200,fffca23bf3346f21,19.39886393333333,-99.02465071944444,-0.03
266208,fffca23bf3346f21,19.39886715277778,-99.02465055,-0.03
266216,fffca23bf3346f21,19.39886901666667,-99.02465241388887,-0.03
266220,fff7634458bdf549,19.398869186111117,-99.0246527527778,-0.03
266228,fff7634458bdf549,19.398870541666668,-99.02465478611111,-0.03
266232,fff7634458bdf549,19.39887105,-99.0246554638889,-0.03
266244,fff7634458bdf549,19.398870711111112,-99.02465495555556,-0.03
266248,fff8c0c3791d14a4,19.398870541666668,-99.02465495555556,-0.03
266256,fff8c0c3791d14a4,19.39887020277778,-99.02465122777777,-0.03
266260,fff8c0c3791d14a4,19.398870372222223,-99.0246502111111,-0.03
266264,fff8c0c3791d14a4,19.39887020277778,-99.0246502111111,-0.03
266272,fff8c0c3791d14a4,19.398870711111112,-99.02465004166665,-0.03
266276,fff5371bb6f0860f,19.398870541666668,-99.02464970277778,-0.03
266284,fff5371bb6f0860f,19.398866644444443,-99.02464461944444,-0.03
266292,fff5371bb6f0860f,19.398864272222223,-99.02464360277776,-0.03
266300,fff5371bb6f0860f,19.39886461111111,-99.02464377222222,-0.03
266304,fffef08634c6fbc9,19.39886461111111,-99.02464394166664,-0.03
266314,fffef08634c6fbc9,19.398862747222225,-99.02464275555556,-0.03
266319,fffef08634c6fbc9,19.39886257777778,-99.0246425861111,-0.03
266324,fffef08634c6fbc9,19.398862069444444,-99.02464106111113,-0.03
266329,fffef08634c6fbc9,19.398862069444444,-99.02464123055556,-0.03
266339,fffef08634c6fbc9,19.39886003611111,-99.02463936666668,-0.03
266344,fffc9669a24a8413,19.398859866666665,-99.02463936666668,-0.03
266366,fff40738df7ae5f2,19.39885935833333,-99.02464021388889,-0.03
266368,fff11e9b47c17351,19.39885698611111,-99.02464055277778,-0.03
266374,fff11e9b47c17351,19.398857325,-99.02464038333332,-0.03
266383,fff3928cc23c221b,19.39885901944444,-99.024639875,-0.03
266386,fff3928cc23c221b,19.39885969722222,-99.02464055277778,-0.03
266389,fff3928cc23c221b,19.39885969722222,-99.02464072222224,-0.03
266395,fff3928cc23c221b,19.39886139166667,-99.02464241666668,-0.03
266398,fffddbc074eb1c92,19.39886139166667,-99.0246425861111,-0.03
266414,fffddbc074eb1c92,19.39886478055556,-99.02464766944443,-0.03
266422,fffddbc074eb1c92,19.39886495,-99.02464783888892,-0.03
266430,fffddbc074eb1c92,19.39886596666667,-99.024649025,-0.03
266438,fffddbc074eb1c92,19.398866136111117,-99.024649025,-0.03
266454,fffddbc074eb1c92,19.39886833888889,-99.02465004166665,-0.03
266462,fff8e599ec6e0068,19.398869694444443,-99.02465529444446,-0.03
266524,fff8e599ec6e0068,19.39886783055556,-99.02465563333332,-0.03
266586,fff3b834d8488f15,19.39886410277778,-99.02466291944444,-0.03
266598,fff3b834d8488f15,19.398862747222225,-99.02466003888892,-0.03
266604,fff3b834d8488f15,19.398862408333333,-99.02465936111112,-0.03
266616,fff3b834d8488f15,19.39885851111111,-99.02465478611111,-0.03
266622,fff76a67e3aedd1d,19.398859188888885,-99.02465055,-0.03
266672,fff76a67e3aedd1d,19.398862408333333,-99.02465173611112,-0.03
266697,fff76a67e3aedd1d,19.39886223888889,-99.02465156666668,-0.03
266722,fff76a67e3aedd1d,19.3988619,-99.024649025,-0.03
266772,fff96e1f4777c590,19.398862747222225,-99.02466596944444,-0.03
266782,fff96e1f4777c590,19.398863086111117,-99.0246661388889,-0.03
266802,fff96e1f4777c590,19.39886393333333,-99.02466800277776,-0.03
266822,fff6a581b0e3a849,19.398859527777777,-99.0246649527778,-0.03
266902,fff56cc7de0747ae,19.398873761111112,-99.02466952777776,-0.03
266910,fff56cc7de0747ae,19.398882063888887,-99.02466918888888,-0.03
266918,fff56cc7de0747ae,19.398881216666663,-99.02466546111113,-0.03
266922,fff48a3eda6bd165,19.398881047222226,-99.02466478333332,-0.03
266930,fff48a3eda6bd165,19.398871219444445,-99.02465461666668,-0.03
266934,fff48a3eda6bd165,19.39887088055556,-99.02465427777778,-0.03
266942,fff48a3eda6bd165,19.398868169444444,-99.02465224444444,-0.03
266946,fff24c157aa58365,19.398868,-99.02465190555556,-0.03
267154,fff24c157aa58365,19.398863086111117,-99.02464326388888,-0.03
267362,fff24c157aa58365,19.39886257777778,-99.0246417388889,-0.03
267466,fff243bce120bf63,19.398894094444444,-99.02465936111112,-0.03
