,cycleId,latitude_decimal,longitude_decimal,CO
325385,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.91
325386,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.33
325388,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.05
325391,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.19
325392,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.21
325393,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.36
325394,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.58
325395,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.91
325396,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.31
325398,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.99
325399,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.32
325400,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.9
325402,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.16
325403,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.87
325404,fff3a96862fb253f,19.39885190277778,-99.0246303861111,2.79
325406,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.84
325408,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.2
325414,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.13
325418,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.97
325419,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.29
325422,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.28
325423,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.95
325428,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.86
325434,fff3a96862fb253f,19.39885190277778,-99.0246303861111,2.01
325437,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.2
325441,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.57
325451,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.23
325453,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.62
325454,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.41
325460,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.71
325463,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.81
325467,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.04
325468,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.22
325470,fff3a96862fb253f,19.39885190277778,-99.0246303861111,3.04
325485,fff3a96862fb253f,19.39885190277778,-99.0246303861111,0.11
325487,fff3a96862fb253f,19.39885190277778,-99.0246303861111,1.62
325737,fff3a96862fb253f,19.398850886111116,-99.02462970833334,-0.03
325738,fff3a96862fb253f,19.398850886111116,-99.02462970833334,4.62
325739,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.15
325740,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.98
325745,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.24
325751,fff3a96862fb253f,19.398850886111116,-99.02462970833334,2.44
325758,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.35
325764,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.97
325765,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.11
325766,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.21
325768,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.14
325769,fff3a96862fb253f,19.398850886111116,-99.02462970833334,-0.01
325770,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.43
325771,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.69
325775,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.04
325777,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.85
325783,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.49
325784,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.26
325790,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.52
325793,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.51
325794,fff3a96862fb253f,19.398850886111116,-99.02462970833334,4.71
325795,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.38
325796,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.0
325798,fff3a96862fb253f,19.398850886111116,-99.02462970833334,2.94
325799,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.1
325800,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.12
325801,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.01
325802,fff3a96862fb253f,19.398850886111116,-99.02462970833334,3.29
325803,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.37
325806,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.06
325808,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.34
325811,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.02
325812,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.89
325813,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.09
325814,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.03
325816,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.96
325817,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.81
325821,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.3
325823,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.39
325827,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.01
325830,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.18
325836,fff3a96862fb253f,19.398850886111116,-99.02462970833334,2.06
325838,fff3a96862fb253f,19.398850886111116,-99.02462970833334,2.26
325839,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.17
325845,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.0
325849,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.84
325856,fff3a96862fb253f,19.398850886111116,-99.02462970833334,3.05
325857,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.71
325862,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.48
325865,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.3
325868,fff3a96862fb253f,19.398850886111116,-99.02462970833334,2.02
325869,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.94
325870,fff3a96862fb253f,19.398850886111116,-99.02462970833334,4.76
325871,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.53
325873,fff3a96862fb253f,19.398850886111116,-99.02462970833334,4.64
325874,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.56
325875,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.91
325876,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.33
325878,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.05
325881,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.19
325882,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.21
325883,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.36
325884,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.58
325885,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.91
325886,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.31
325888,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.99
325889,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.32
325890,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.9
325892,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.16
325893,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.87
325894,fff3a96862fb253f,19.398850886111116,-99.02462970833334,2.79
325896,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.84
325898,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.2
325904,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.13
325908,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.97
325909,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.29
325912,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.28
325913,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.95
325918,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.86
325924,fff3a96862fb253f,19.398850886111116,-99.02462970833334,2.01
325927,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.2
325931,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.57
325941,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.23
325943,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.62
325944,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.41
325950,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.71
325953,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.81
325957,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.04
325958,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.22
325960,fff3a96862fb253f,19.398850886111116,-99.02462970833334,3.04
325975,fff3a96862fb253f,19.398850886111116,-99.02462970833334,0.11
325977,fff3a96862fb253f,19.398850886111116,-99.02462970833334,1.62
325982,fff3a96862fb253f,19.39885071666667,-99.02462936944444,-0.03
325983,fff3a96862fb253f,19.39885071666667,-99.02462936944444,4.62
325984,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.15
325985,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.98
325990,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.24
325996,fff3a96862fb253f,19.39885071666667,-99.02462936944444,2.44
326003,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.35
326009,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.97
326010,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.11
326011,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.21
326013,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.14
326014,fff3a96862fb253f,19.39885071666667,-99.02462936944444,-0.01
326015,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.43
326016,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.69
326020,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.04
326022,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.85
326028,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.49
326029,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.26
326035,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.52
326038,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.51
326039,fff3a96862fb253f,19.39885071666667,-99.02462936944444,4.71
326040,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.38
326041,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.0
326043,fff3a96862fb253f,19.39885071666667,-99.02462936944444,2.94
326044,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.1
326045,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.12
326046,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.01
326047,fff3a96862fb253f,19.39885071666667,-99.02462936944444,3.29
326048,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.37
326051,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.06
326053,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.34
326056,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.02
326057,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.89
326058,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.09
326059,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.03
326061,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.96
326062,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.81
326066,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.3
326068,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.39
326072,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.01
326075,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.18
326081,fff3a96862fb253f,19.39885071666667,-99.02462936944444,2.06
326083,fff3a96862fb253f,19.39885071666667,-99.02462936944444,2.26
326084,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.17
326090,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.0
326094,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.84
326101,fff3a96862fb253f,19.39885071666667,-99.02462936944444,3.05
326102,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.71
326107,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.48
326110,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.3
326113,fff3a96862fb253f,19.39885071666667,-99.02462936944444,2.02
326114,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.94
326115,fff3a96862fb253f,19.39885071666667,-99.02462936944444,4.76
326116,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.53
326118,fff3a96862fb253f,19.39885071666667,-99.02462936944444,4.64
326119,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.56
326120,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.91
326121,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.33
326123,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.05
326126,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.19
326127,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.21
326128,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.36
326129,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.58
326130,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.91
326131,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.31
326133,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.99
326134,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.32
326135,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.9
326137,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.16
326138,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.87
326139,fff3a96862fb253f,19.39885071666667,-99.02462936944444,2.79
326141,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.84
326143,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.2
326149,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.13
326153,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.97
326154,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.29
326157,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.28
326158,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.95
326163,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.86
326169,fff3a96862fb253f,19.39885071666667,-99.02462936944444,2.01
326172,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.2
326176,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.57
326186,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.23
326188,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.62
326189,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.41
326195,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.71
326198,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.81
326202,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.04
326203,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.22
326205,fff3a96862fb253f,19.39885071666667,-99.02462936944444,3.04
326220,fff3a96862fb253f,19.39885071666667,-99.02462936944444,0.11
326222,fff3a96862fb253f,19.39885071666667,-99.02462936944444,1.62
326472,fff3a96862fb253f,19.39885020833333,-99.02462852222224,-0.03
326473,fff3a96862fb253f,19.39885020833333,-99.02462852222224,4.62
326474,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.15
326475,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.98
326480,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.24
326486,fff3a96862fb253f,19.39885020833333,-99.02462852222224,2.44
326493,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.35
326499,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.97
326500,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.11
326501,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.21
326503,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.14
326504,fff3a96862fb253f,19.39885020833333,-99.02462852222224,-0.01
326505,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.43
326506,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.69
326510,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.04
326512,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.85
326518,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.49
326519,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.26
326525,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.52
326528,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.51
326529,fff3a96862fb253f,19.39885020833333,-99.02462852222224,4.71
326530,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.38
326531,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.0
326533,fff3a96862fb253f,19.39885020833333,-99.02462852222224,2.94
326534,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.1
326535,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.12
326536,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.01
326537,fff3a96862fb253f,19.39885020833333,-99.02462852222224,3.29
326538,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.37
326541,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.06
326543,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.34
326546,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.02
326547,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.89
326548,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.09
326549,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.03
326551,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.96
326552,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.81
326556,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.3
326558,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.39
326562,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.01
326565,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.18
326571,fff3a96862fb253f,19.39885020833333,-99.02462852222224,2.06
326573,fff3a96862fb253f,19.39885020833333,-99.02462852222224,2.26
326574,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.17
326580,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.0
326584,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.84
326591,fff3a96862fb253f,19.39885020833333,-99.02462852222224,3.05
326592,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.71
326597,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.48
326600,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.3
326603,fff3a96862fb253f,19.39885020833333,-99.02462852222224,2.02
326604,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.94
326605,fff3a96862fb253f,19.39885020833333,-99.02462852222224,4.76
326606,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.53
326608,fff3a96862fb253f,19.39885020833333,-99.02462852222224,4.64
326609,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.56
326610,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.91
326611,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.33
326613,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.05
326616,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.19
326617,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.21
326618,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.36
326619,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.58
326620,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.91
326621,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.31
326623,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.99
326624,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.32
326625,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.9
326627,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.16
326628,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.87
326629,fff3a96862fb253f,19.39885020833333,-99.02462852222224,2.79
326631,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.84
326633,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.2
326639,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.13
326643,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.97
326644,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.29
326647,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.28
326648,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.95
326653,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.86
326659,fff3a96862fb253f,19.39885020833333,-99.02462852222224,2.01
326662,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.2
326666,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.57
326676,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.23
326678,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.62
326679,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.41
326685,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.71
326688,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.81
326692,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.04
326693,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.22
326695,fff3a96862fb253f,19.39885020833333,-99.02462852222224,3.04
326710,fff3a96862fb253f,19.39885020833333,-99.02462852222224,0.11
326712,fff3a96862fb253f,19.39885020833333,-99.02462852222224,1.62
326717,fff636c669831ae5,19.39886291666667,-99.02463394444445,-0.03
326718,fff636c669831ae5,19.39886291666667,-99.02463394444445,4.77
326719,fff636c669831ae5,19.39886291666667,-99.02463394444445,1.26
326721,fff636c669831ae5,19.39886291666667,-99.02463394444445,1.11
326722,fff636c669831ae5,19.39886291666667,-99.02463394444445,1.3
326723,fff636c669831ae5,19.39886291666667,-99.02463394444445,1.17
326724,fff636c669831ae5,19.39886291666667,-99.02463394444445,1.28
326726,fff636c669831ae5,19.39886291666667,-99.02463394444445,1.15
326727,fff636c669831ae5,19.39886291666667,-99.02463394444445,1.14
326728,fff636c669831ae5,19.39886291666667,-99.02463394444445,2.2
326729,fff636c669831ae5,19.39886291666667,-99.024633775,-0.03
326730,fff636c669831ae5,19.39886291666667,-99.024633775,4.77
326731,fff636c669831ae5,19.39886291666667,-99.024633775,1.26
326733,fff636c669831ae5,19.39886291666667,-99.024633775,1.11
326734,fff636c669831ae5,19.39886291666667,-99.024633775,1.3
326735,fff636c669831ae5,19.39886291666667,-99.024633775,1.17
326736,fff636c669831ae5,19.39886291666667,-99.024633775,1.28
326738,fff636c669831ae5,19.39886291666667,-99.024633775,1.15
326739,fff636c669831ae5,19.39886291666667,-99.024633775,1.14
326740,fff636c669831ae5,19.39886291666667,-99.024633775,2.2
326741,fff636c669831ae5,19.398863086111117,-99.02463258888888,-0.03
326742,fff636c669831ae5,19.398863086111117,-99.02463258888888,4.77
326743,fff636c669831ae5,19.398863086111117,-99.02463258888888,1.26
326745,fff636c669831ae5,19.398863086111117,-99.02463258888888,1.11
326746,fff636c669831ae5,19.398863086111117,-99.02463258888888,1.3
326747,fff636c669831ae5,19.398863086111117,-99.02463258888888,1.17
326748,fff636c669831ae5,19.398863086111117,-99.02463258888888,1.28
326750,fff636c669831ae5,19.398863086111117,-99.02463258888888,1.15
326751,fff636c669831ae5,19.398863086111117,-99.02463258888888,1.14
326752,fff636c669831ae5,19.398863086111117,-99.02463258888888,2.2
326753,fff636c669831ae5,19.39886325555556,-99.02463258888888,-0.03
326754,fff636c669831ae5,19.39886325555556,-99.02463258888888,4.77
326755,fff636c669831ae5,19.39886325555556,-99.02463258888888,1.26
326757,fff636c669831ae5,19.39886325555556,-99.02463258888888,1.11
326758,fff636c669831ae5,19.39886325555556,-99.02463258888888,1.3
326759,fff636c669831ae5,19.39886325555556,-99.02463258888888,1.17
326760,fff636c669831ae5,19.39886325555556,-99.02463258888888,1.28
326762,fff636c669831ae5,19.39886325555556,-99.02463258888888,1.15
326763,fff636c669831ae5,19.39886325555556,-99.02463258888888,1.14
326764,fff636c669831ae5,19.39886325555556,-99.02463258888888,2.2
326777,fff636c669831ae5,19.39886478055556,-99.02463241944444,-0.03
326778,fff636c669831ae5,19.39886478055556,-99.02463241944444,4.77
326779,fff636c669831ae5,19.39886478055556,-99.02463241944444,1.26
326781,fff636c669831ae5,19.39886478055556,-99.02463241944444,1.11
326782,fff636c669831ae5,19.39886478055556,-99.02463241944444,1.3
326783,fff636c669831ae5,19.39886478055556,-99.02463241944444,1.17
326784,fff636c669831ae5,19.39886478055556,-99.02463241944444,1.28
326786,fff636c669831ae5,19.39886478055556,-99.02463241944444,1.15
326787,fff636c669831ae5,19.39886478055556,-99.02463241944444,1.14
326788,fff636c669831ae5,19.39886478055556,-99.02463241944444,2.2
326789,fff6d562786e50cf,19.398855291666667,-99.02463021666668,-0.03
326790,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.19
326791,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.16
326792,fff6d562786e50cf,19.398855291666667,-99.02463021666668,2.5
326793,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.07
326794,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.01
326795,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.08
326796,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.11
326797,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.12
326800,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.93
326801,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.5
326805,fff6d562786e50cf,19.398855291666667,-99.02463021666668,0.0
326810,fff6d562786e50cf,19.398855291666667,-99.02463021666668,4.65
326811,fff6d562786e50cf,19.398855291666667,-99.02463021666668,4.75
326813,fff6d562786e50cf,19.398855291666667,-99.02463021666668,0.01
326819,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.64
326826,fff6d562786e50cf,19.398855291666667,-99.02463021666668,0.83
326832,fff6d562786e50cf,19.398855291666667,-99.02463021666668,2.59
326833,fff6d562786e50cf,19.398855291666667,-99.02463021666668,0.6
326837,fff6d562786e50cf,19.398855291666667,-99.02463021666668,0.63
326839,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.45
326840,fff6d562786e50cf,19.398855291666667,-99.02463021666668,0.48
326843,fff6d562786e50cf,19.398855291666667,-99.02463021666668,4.63
326844,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.33
326845,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.03
326846,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.17
326847,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.22
326848,fff6d562786e50cf,19.398855291666667,-99.02463021666668,1.15
326911,fff6d562786e50cf,19.39885901944444,-99.02462869166668,-0.03
326912,fff6d562786e50cf,19.39885901944444,-99.02462869166668,1.19
326913,fff6d562786e50cf,19.39885901944444,-99.02462869166668,1.16
326914,fff6d562786e50cf,19.39885901944444,-99.02462869166668,2.5
326915,fff6d562786e50cf,19.39885901944444,-99.02462869166668,1.07
326916,fff6d562786e50cf,19.39885901944444,-99.02462869166668,1.01
326917,fff6d562786e50cf,19.39885901944444,-99.02462869166668,1.08
326918,fff6d562786e50cf,19.39885901944444,-99.02462869166668,1.11
326919,fff6d562786e50cf,19.39885901944444,-99.02462869166668,1.12
326922,fff6d562786e50cf,19.39885901944444,-99.02462869166668,1.93
