attribute,average
alto_pm_1,28.916666666666668
pm_25,22.166666666666668
alto_pm_25,39.25
pm_10,24.666666666666668
alto_pm_10,45.75
temp,20.666666666666668
temp_alta,20.83333333333333
temp_baja,20.58333333333333
hum,30.08333333333333
alta_hum,30.58333333333333
hum_baja,29.75
punto_de_roco,2.5
mxima_del_punto_de_roco,2.6666666666666665
mnima_del_punto_de_roco,2.5
bulbo_hmedo,7.916666666666667
mxima_temperatura_de_bulbo_hmedo,8.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.75
ndice_de_calor,18.75
mxima_del_indice_de_calor,18.83333333333333
time,
aqi,69.0
aqi_alto,95.66666666666669
pm_1,15.666666666666666
alto_pm_1,24.916666666666668
pm_25,20.666666666666668
alto_pm_25,32.916666666666664
pm_10,22.33333333333333
alto_pm_10,38.0
temp,19.08333333333333
temp_alta,19.166666666666668
temp_baja,19.0
hum,31.75
alta_hum,32.0
hum_baja,31.33333333333333
punto_de_roco,2.0
mxima_del_punto_de_roco,2.0
mnima_del_punto_de_roco,2.0
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.166666666666667
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,17.166666666666668
mxima_del_indice_de_calor,17.333333333333332
time,
aqi,67.58333333333333
aqi_alto,94.75
pm_1,14.75
alto_pm_1,24.166666666666668
pm_25,20.0
alto_pm_25,32.5
pm_10,21.83333333333333
alto_pm_10,37.5
temp,17.25
temp_alta,17.25
temp_baja,17.083333333333332
hum,36.75
alta_hum,36.91666666666666
hum_baja,36.25
punto_de_roco,2.0
mxima_del_punto_de_roco,2.0
mnima_del_punto_de_roco,2.0
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,15.416666666666666
mxima_del_indice_de_calor,15.5
time,
aqi,68.83333333333333
aqi_alto,84.33333333333333
pm_1,15.583333333333334
alto_pm_1,20.416666666666668
pm_25,20.75
alto_pm_25,27.916666666666668
pm_10,21.916666666666668
alto_pm_10,32.083333333333336
temp,15.666666666666666
temp_alta,15.75
temp_baja,15.583333333333334
hum,41.25
alta_hum,41.41666666666666
hum_baja,40.833333333333336
punto_de_roco,2.25
mxima_del_punto_de_roco,2.75
mnima_del_punto_de_roco,2.083333333333333
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,14.25
mxima_del_indice_de_calor,14.333333333333334
time,
aqi,77.33333333333333
aqi_alto,91.08333333333331
pm_1,17.583333333333332
alto_pm_1,20.666666666666668
pm_25,24.33333333333333
alto_pm_25,31.08333333333333
pm_10,26.75
alto_pm_10,39.41666666666666
temp,14.666666666666666
temp_alta,14.666666666666666
temp_baja,14.583333333333334
hum,45.333333333333336
alta_hum,45.5
hum_baja,44.91666666666666
punto_de_roco,3.0
mxima_del_punto_de_roco,3.0
mnima_del_punto_de_roco,3.0
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,13.333333333333334
mxima_del_indice_de_calor,13.416666666666666
time,
aqi,78.83333333333333
aqi_alto,90.66666666666669
pm_1,18.25
alto_pm_1,21.08333333333333
pm_25,25.416666666666668
alto_pm_25,30.83333333333333
pm_10,27.666666666666668
alto_pm_10,37.833333333333336
temp,13.666666666666666
temp_alta,13.75
temp_baja,13.583333333333334
hum,49.5
alta_hum,49.75
hum_baja,48.91666666666666
punto_de_roco,3.0
mxima_del_punto_de_roco,3.083333333333333
mnima_del_punto_de_roco,3.0
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,12.583333333333334
mxima_del_indice_de_calor,12.666666666666666
time,
aqi,79.75
aqi_alto,93.0
pm_1,18.416666666666668
alto_pm_1,21.33333333333333
pm_25,25.75
alto_pm_25,32.0
pm_10,28.416666666666668
alto_pm_10,38.91666666666666
temp,12.583333333333334
temp_alta,12.666666666666666
temp_baja,12.5
hum,53.333333333333336
alta_hum,53.41666666666666
hum_baja,52.833333333333336
punto_de_roco,3.0
mxima_del_punto_de_roco,3.083333333333333
mnima_del_punto_de_roco,3.0
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,11.75
mxima_del_indice_de_calor,11.916666666666666
time,
aqi,82.66666666666667
aqi_alto,94.5
pm_1,18.916666666666668
alto_pm_1,21.75
pm_25,27.166666666666668
alto_pm_25,32.75
pm_10,30.08333333333333
alto_pm_10,40.66666666666666
temp,11.833333333333334
temp_alta,11.916666666666666
temp_baja,11.833333333333334
hum,56.833333333333336
alta_hum,57.083333333333336
hum_baja,56.083333333333336
punto_de_roco,3.25
mxima_del_punto_de_roco,3.25
mnima_del_punto_de_roco,3.083333333333333
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,11.0
mxima_del_indice_de_calor,11.0
time,
aqi,81.75
aqi_alto,93.66666666666669
pm_1,18.75
alto_pm_1,21.666666666666668
pm_25,26.83333333333333
alto_pm_25,32.333333333333336
pm_10,29.666666666666668
alto_pm_10,40.333333333333336
temp,11.0
temp_alta,11.0
temp_baja,11.0
hum,61.0
alta_hum,61.41666666666666
hum_baja,60.5
punto_de_roco,4.0
mxima_del_punto_de_roco,4.0
mnima_del_punto_de_roco,4.0
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,11.0
mxima_del_indice_de_calor,11.0
time,
aqi,89.75
aqi_alto,107.5
pm_1,21.08333333333333
alto_pm_1,26.5
pm_25,30.416666666666668
alto_pm_25,38.16666666666666
pm_10,35.333333333333336
alto_pm_10,48.0
temp,11.0
temp_alta,11.0
temp_baja,11.0
hum,62.833333333333336
alta_hum,63.41666666666666
hum_baja,62.333333333333336
punto_de_roco,4.0
mxima_del_punto_de_roco,4.0
mnima_del_punto_de_roco,4.0
bulbo_hmedo,7.0
mxima_temperatura_de_bulbo_hmedo,7.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.0
ndice_de_calor,10.583333333333334
mxima_del_indice_de_calor,11.0
time,
aqi,157.16666666666666
aqi_alto,243.58333333333331
pm_1,56.5
alto_pm_1,109.58333333333331
pm_25,88.5
alto_pm_25,185.08333333333331
pm_10,102.91666666666669
alto_pm_10,208.16666666666663
temp,11.166666666666666
temp_alta,11.166666666666666
temp_baja,11.083333333333334
hum,64.5
alta_hum,64.83333333333333
hum_baja,63.91666666666666
punto_de_roco,4.833333333333333
mxima_del_punto_de_roco,4.916666666666667
mnima_del_punto_de_roco,4.583333333333333
bulbo_hmedo,7.416666666666667
mxima_temperatura_de_bulbo_hmedo,7.416666666666667
mnima_de_la_temperatura_de_bulbo_hmedo,7.333333333333333
ndice_de_calor,11.0
mxima_del_indice_de_calor,11.0
time,
aqi,111.16666666666669
aqi_alto,155.08333333333334
pm_1,27.75
alto_pm_1,57.833333333333336
pm_25,40.41666666666666
alto_pm_25,83.33333333333333
pm_10,48.91666666666666
alto_pm_10,96.16666666666669
temp,16.5
temp_alta,16.833333333333332
temp_baja,15.916666666666666
hum,48.0
alta_hum,51.41666666666666
hum_baja,47.583333333333336
punto_de_roco,5.166666666666667
mxima_del_punto_de_roco,5.833333333333333
mnima_del_punto_de_roco,4.916666666666667
bulbo_hmedo,8.916666666666666
mxima_temperatura_de_bulbo_hmedo,9.25
mnima_de_la_temperatura_de_bulbo_hmedo,8.583333333333334
ndice_de_calor,15.666666666666666
mxima_del_indice_de_calor,15.666666666666666
time,
aqi,85.5
aqi_alto,103.5
pm_1,20.416666666666668
alto_pm_1,26.166666666666668
pm_25,28.416666666666668
alto_pm_25,36.5
pm_10,31.75
alto_pm_10,44.5
temp,26.5
temp_alta,26.83333333333333
temp_baja,26.166666666666668
hum,24.416666666666668
alta_hum,26.416666666666668
hum_baja,24.166666666666668
punto_de_roco,4.583333333333333
mxima_del_punto_de_roco,5.583333333333333
mnima_del_punto_de_roco,4.0
bulbo_hmedo,9.75
mxima_temperatura_de_bulbo_hmedo,10.5
mnima_de_la_temperatura_de_bulbo_hmedo,9.25
ndice_de_calor,25.33333333333333
mxima_del_indice_de_calor,25.58333333333333
time,
aqi,69.83333333333333
aqi_alto,105.66666666666669
pm_1,15.666666666666666
alto_pm_1,28.83333333333333
pm_25,21.08333333333333
alto_pm_25,37.41666666666666
pm_10,23.166666666666668
alto_pm_10,44.333333333333336
temp,30.58333333333333
temp_alta,30.666666666666668
temp_baja,30.33333333333333
hum,16.5
alta_hum,17.833333333333332
hum_baja,15.916666666666666
punto_de_roco,2.333333333333333
mxima_del_punto_de_roco,3.4166666666666665
mnima_del_punto_de_roco,1.5833333333333333
bulbo_hmedo,7.916666666666667
mxima_temperatura_de_bulbo_hmedo,8.75
mnima_de_la_temperatura_de_bulbo_hmedo,7.583333333333333
ndice_de_calor,28.666666666666668
mxima_del_indice_de_calor,28.916666666666668
time,
aqi,48.083333333333336
aqi_alto,102.33333333333331
pm_1,9.5
alto_pm_1,31.5
pm_25,12.25
alto_pm_25,40.75
pm_10,13.25
alto_pm_10,45.5
temp,34.333333333333336
temp_alta,34.416666666666664
temp_baja,34.083333333333336
hum,12.083333333333334
alta_hum,13.0
hum_baja,11.5
punto_de_roco,1.0833333333333333
mxima_del_punto_de_roco,1.75
mnima_del_punto_de_roco,0.1666666666666666
bulbo_hmedo,6.666666666666667
mxima_temperatura_de_bulbo_hmedo,7.75
mnima_de_la_temperatura_de_bulbo_hmedo,6.333333333333333
ndice_de_calor,32.083333333333336
mxima_del_indice_de_calor,32.166666666666664
time,
aqi,41.25
aqi_alto,88.58333333333333
pm_1,8.25
alto_pm_1,27.0
pm_25,10.333333333333334
alto_pm_25,35.333333333333336
pm_10,11.666666666666666
alto_pm_10,39.66666666666666
temp,37.41666666666666
temp_alta,37.5
temp_baja,37.083333333333336
hum,10.25
alta_hum,11.166666666666666
hum_baja,9.75
punto_de_roco,0.75
mxima_del_punto_de_roco,2.083333333333333
mnima_del_punto_de_roco,0.0
bulbo_hmedo,6.583333333333333
mxima_temperatura_de_bulbo_hmedo,7.75
mnima_de_la_temperatura_de_bulbo_hmedo,6.0
ndice_de_calor,34.5
mxima_del_indice_de_calor,34.833333333333336
time,
aqi,45.75
aqi_alto,84.25
pm_1,8.916666666666666
alto_pm_1,22.666666666666668
pm_25,10.833333333333334
alto_pm_25,27.916666666666668
pm_10,12.416666666666666
alto_pm_10,31.916666666666668
temp,38.41666666666666
temp_alta,38.583333333333336
temp_baja,38.16666666666666
hum,9.583333333333334
alta_hum,10.833333333333334
hum_baja,9.25
punto_de_roco,0.75
mxima_del_punto_de_roco,2.4166666666666665
mnima_del_punto_de_roco,0.1666666666666666
bulbo_hmedo,6.416666666666667
mxima_temperatura_de_bulbo_hmedo,8.0
mnima_de_la_temperatura_de_bulbo_hmedo,5.916666666666667
ndice_de_calor,35.333333333333336
mxima_del_indice_de_calor,35.5
time,
aqi,49.75
aqi_alto,85.25
pm_1,9.666666666666666
alto_pm_1,22.75
pm_25,12.083333333333334
alto_pm_25,28.33333333333333
pm_10,13.333333333333334
alto_pm_10,33.416666666666664
temp,36.91666666666666
temp_alta,37.41666666666666
temp_baja,36.66666666666666
hum,9.75
alta_hum,10.75
hum_baja,9.333333333333334
punto_de_roco,-0.1666666666666666
mxima_del_punto_de_roco,1.25
mnima_del_punto_de_roco,-0.8333333333333334
bulbo_hmedo,5.666666666666667
mxima_temperatura_de_bulbo_hmedo,7.083333333333333
mnima_de_la_temperatura_de_bulbo_hmedo,5.166666666666667
ndice_de_calor,34.166666666666664
mxima_del_indice_de_calor,34.583333333333336
time,
aqi,50.833333333333336
aqi_alto,93.91666666666669
pm_1,10.5
alto_pm_1,25.58333333333333
pm_25,13.166666666666666
alto_pm_25,32.25
pm_10,14.333333333333334
alto_pm_10,36.91666666666666
temp,38.083333333333336
temp_alta,38.333333333333336
temp_baja,37.66666666666666
hum,9.166666666666666
alta_hum,9.833333333333334
hum_baja,8.333333333333334
punto_de_roco,-0.1666666666666666
mxima_del_punto_de_roco,0.75
mnima_del_punto_de_roco,-1.4166666666666667
bulbo_hmedo,5.833333333333333
mxima_temperatura_de_bulbo_hmedo,6.583333333333333
mnima_de_la_temperatura_de_bulbo_hmedo,4.75
ndice_de_calor,34.916666666666664
mxima_del_indice_de_calor,35.25
time,
aqi,59.583333333333336
aqi_alto,100.5
pm_1,12.25
alto_pm_1,27.416666666666668
pm_25,16.083333333333332
alto_pm_25,35.0
pm_10,18.0
alto_pm_10,41.16666666666666
temp,32.333333333333336
temp_alta,32.666666666666664
temp_baja,32.166666666666664
hum,12.75
alta_hum,13.0
hum_baja,12.166666666666666
punto_de_roco,0.0
mxima_del_punto_de_roco,0.4166666666666667
mnima_del_punto_de_roco,-0.5
bulbo_hmedo,6.166666666666667
mxima_temperatura_de_bulbo_hmedo,6.5
mnima_de_la_temperatura_de_bulbo_hmedo,5.75
ndice_de_calor,30.0
mxima_del_indice_de_calor,30.416666666666668
time,
aqi,78.66666666666667
aqi_alto,130.33333333333334
pm_1,18.75
alto_pm_1,40.66666666666666
pm_25,25.33333333333333
alto_pm_25,55.75
pm_10,28.416666666666668
alto_pm_10,65.08333333333333
temp,28.58333333333333
temp_alta,28.75
temp_baja,28.5
hum,14.5
alta_hum,14.75
hum_baja,14.25
punto_de_roco,-0.9166666666666666
mxima_del_punto_de_roco,-0.75
mnima_del_punto_de_roco,-1.4166666666666667
bulbo_hmedo,5.25
mxima_temperatura_de_bulbo_hmedo,5.75
mnima_de_la_temperatura_de_bulbo_hmedo,5.083333333333333
ndice_de_calor,26.83333333333333
mxima_del_indice_de_calor,27.0
time,
aqi,64.0
aqi_alto,121.08333333333331
pm_1,14.0
alto_pm_1,35.083333333333336
pm_25,18.25
alto_pm_25,49.0
pm_10,20.08333333333333
alto_pm_10,56.833333333333336
temp,26.0
temp_alta,26.08333333333333
temp_baja,25.916666666666668
hum,18.58333333333333
alta_hum,18.83333333333333
hum_baja,17.75
punto_de_roco,-0.1666666666666666
mxima_del_punto_de_roco,0.25
mnima_del_punto_de_roco,-0.6666666666666666
bulbo_hmedo,6.166666666666667
mxima_temperatura_de_bulbo_hmedo,6.333333333333333
mnima_de_la_temperatura_de_bulbo_hmedo,5.916666666666667
ndice_de_calor,24.416666666666668
mxima_del_indice_de_calor,24.666666666666668
time,
aqi,52.25
aqi_alto,95.25
pm_1,10.833333333333334
alto_pm_1,30.58333333333333
pm_25,13.583333333333334
alto_pm_25,44.16666666666666
pm_10,14.75
alto_pm_10,48.833333333333336
temp,23.5
temp_alta,23.666666666666668
temp_baja,23.416666666666668
hum,24.58333333333333
alta_hum,24.916666666666668
hum_baja,24.33333333333333
punto_de_roco,2.0
mxima_del_punto_de_roco,2.083333333333333
mnima_del_punto_de_roco,2.0
bulbo_hmedo,7.833333333333333
mxima_temperatura_de_bulbo_hmedo,8.0
mnima_de_la_temperatura_de_bulbo_hmedo,7.666666666666667
ndice_de_calor,22.08333333333333
mxima_del_indice_de_calor,22.25
time,
aqi,61.833333333333336
aqi_alto,114.41666666666669
pm_1,12.5
alto_pm_1,38.75
pm_25,17.0
alto_pm_25,51.41666666666666
pm_10,19.0
alto_pm_10,56.91666666666666
temp,21.666666666666668
temp_alta,21.75
temp_baja,21.58333333333333
hum,19.58333333333333
alta_hum,20.75
hum_baja,19.5
punto_de_roco,-2.583333333333333
mxima_del_punto_de_roco,-1.8333333333333333
mnima_del_punto_de_roco,-2.75
bulbo_hmedo,4.166666666666667
mxima_temperatura_de_bulbo_hmedo,5.0
mnima_de_la_temperatura_de_bulbo_hmedo,4.0
ndice_de_calor,19.416666666666668
mxima_del_indice_de_calor,19.666666666666668
time,
aqi,60.5
aqi_alto,100.66666666666669
pm_1,12.0
alto_pm_1,27.916666666666668
pm_25,16.833333333333332
alto_pm_25,37.0
pm_10,18.58333333333333
alto_pm_10,41.91666666666666
temp,20.08333333333333
temp_alta,20.166666666666668
temp_baja,20.0
hum,19.916666666666668
alta_hum,20.33333333333333
hum_baja,19.33333333333333
punto_de_roco,-3.75
mxima_del_punto_de_roco,-3.5
mnima_del_punto_de_roco,-4.166666666666667
bulbo_hmedo,3.333333333333333
mxima_temperatura_de_bulbo_hmedo,3.5
mnima_de_la_temperatura_de_bulbo_hmedo,3.1666666666666665
ndice_de_calor,17.333333333333332
mxima_del_indice_de_calor,17.5
time,
aqi,52.0
aqi_alto,101.33333333333331
pm_1,9.416666666666666
alto_pm_1,27.83333333333333
pm_25,13.0
alto_pm_25,35.25
pm_10,14.333333333333334
alto_pm_10,40.583333333333336
temp,17.0
temp_alta,17.166666666666668
temp_baja,16.916666666666668
hum,24.416666666666668
alta_hum,25.08333333333333
hum_baja,23.75
punto_de_roco,-3.583333333333333
mxima_del_punto_de_roco,-3.1666666666666665
mnima_del_punto_de_roco,-3.9166666666666665
bulbo_hmedo,3.4166666666666665
mxima_temperatura_de_bulbo_hmedo,3.5
mnima_de_la_temperatura_de_bulbo_hmedo,3.25
ndice_de_calor,14.5
mxima_del_indice_de_calor,14.666666666666666
time,
aqi,72.5
aqi_alto,109.5
pm_1,15.25
alto_pm_1,29.5
pm_25,22.666666666666668
alto_pm_25,38.75
pm_10,25.83333333333333
alto_pm_10,46.41666666666666
temp,15.0
temp_alta,15.0
temp_baja,14.833333333333334
hum,26.83333333333333
alta_hum,27.33333333333333
hum_baja,26.166666666666668
punto_de_roco,-4.083333333333333
mxima_del_punto_de_roco,-3.75
mnima_del_punto_de_roco,-4.333333333333333
bulbo_hmedo,2.9166666666666665
mxima_temperatura_de_bulbo_hmedo,3.0
mnima_de_la_temperatura_de_bulbo_hmedo,2.75
ndice_de_calor,12.833333333333334
mxima_del_indice_de_calor,13.0
time,
aqi,77.58333333333333
aqi_alto,102.66666666666669
pm_1,17.0
alto_pm_1,25.916666666666668
pm_25,24.83333333333333
alto_pm_25,36.16666666666666
pm_10,27.83333333333333
alto_pm_10,43.91666666666666
temp,13.416666666666666
temp_alta,13.5
temp_baja,13.416666666666666
hum,30.0
alta_hum,30.5
hum_baja,29.416666666666668
punto_de_roco,-3.9166666666666665
mxima_del_punto_de_roco,-3.583333333333333
mnima_del_punto_de_roco,-4.0
bulbo_hmedo,2.833333333333333
mxima_temperatura_de_bulbo_hmedo,3.0
mnima_de_la_temperatura_de_bulbo_hmedo,2.583333333333333
ndice_de_calor,11.666666666666666
mxima_del_indice_de_calor,11.75
time,
aqi,77.16666666666667
aqi_alto,95.91666666666669
pm_1,16.666666666666668
alto_pm_1,22.416666666666668
pm_25,24.5
alto_pm_25,33.166666666666664
pm_10,27.75
alto_pm_10,41.16666666666666
temp,12.083333333333334
temp_alta,12.166666666666666
temp_baja,12.083333333333334
hum,33.5
alta_hum,34.083333333333336
hum_baja,33.083333333333336
punto_de_roco,-3.1666666666666665
mxima_del_punto_de_roco,-3.1666666666666665
mnima_del_punto_de_roco,-3.5
bulbo_hmedo,2.833333333333333
mxima_temperatura_de_bulbo_hmedo,2.833333333333333
mnima_de_la_temperatura_de_bulbo_hmedo,2.75
ndice_de_calor,11.0
mxima_del_indice_de_calor,11.0
time,
aqi,79.5
aqi_alto,92.66666666666669
pm_1,17.333333333333332
alto_pm_1,20.416666666666668
pm_25,25.58333333333333
alto_pm_25,31.83333333333333
pm_10,29.25
alto_pm_10,42.0
temp,11.916666666666666
temp_alta,11.916666666666666
temp_baja,11.833333333333334
hum,35.25
alta_hum,35.666666666666664
hum_baja,34.75
punto_de_roco,-3.083333333333333
mxima_del_punto_de_roco,-3.0
mnima_del_punto_de_roco,-3.25
bulbo_hmedo,3.0
mxima_temperatura_de_bulbo_hmedo,3.0
mnima_de_la_temperatura_de_bulbo_hmedo,2.833333333333333
ndice_de_calor,10.25
mxima_del_indice_de_calor,10.333333333333334
time,
aqi,76.33333333333333
aqi_alto,89.08333333333333
pm_1,16.583333333333332
alto_pm_1,19.666666666666668
pm_25,24.166666666666668
alto_pm_25,30.08333333333333
pm_10,27.416666666666668
alto_pm_10,38.75
temp,10.583333333333334
temp_alta,10.666666666666666
temp_baja,10.583333333333334
hum,38.66666666666666
alta_hum,38.833333333333336
hum_baja,38.0
punto_de_roco,-3.0
mxima_del_punto_de_roco,-3.0
mnima_del_punto_de_roco,-3.0
bulbo_hmedo,2.75
mxima_temperatura_de_bulbo_hmedo,2.833333333333333
mnima_de_la_temperatura_de_bulbo_hmedo,2.75
ndice_de_calor,9.5
mxima_del_indice_de_calor,9.583333333333334
time,
aqi,86.91666666666667
aqi_alto,98.25
pm_1,19.75
alto_pm_1,22.916666666666668
pm_25,29.33333333333333
alto_pm_25,34.5
pm_10,33.833333333333336
alto_pm_10,45.66666666666666
temp,10.333333333333334
temp_alta,10.5
temp_baja,10.166666666666666
hum,39.75
alta_hum,40.41666666666666
hum_baja,39.083333333333336
punto_de_roco,-2.9166666666666665
mxima_del_punto_de_roco,-2.583333333333333
mnima_del_punto_de_roco,-3.0
bulbo_hmedo,3.0
mxima_temperatura_de_bulbo_hmedo,3.0
mnima_de_la_temperatura_de_bulbo_hmedo,2.75
ndice_de_calor,9.333333333333334
mxima_del_indice_de_calor,9.5
time,
aqi,91.58333333333331
aqi_alto,107.41666666666669
pm_1,21.416666666666668
alto_pm_1,26.416666666666668
pm_25,31.33333333333333
alto_pm_25,38.16666666666666
pm_10,37.333333333333336
alto_pm_10,50.083333333333336
temp,9.5
temp_alta,9.583333333333334
temp_baja,9.416666666666666
hum,43.833333333333336
alta_hum,44.5
hum_baja,43.0
punto_de_roco,-2.083333333333333
mxima_del_punto_de_roco,-2.0
mnima_del_punto_de_roco,-2.25
bulbo_hmedo,3.0
mxima_temperatura_de_bulbo_hmedo,3.0
mnima_de_la_temperatura_de_bulbo_hmedo,3.0
ndice_de_calor,8.75
mxima_del_indice_de_calor,8.833333333333334
time,
aqi,110.83333333333331
aqi_alto,129.58333333333334
pm_1,26.666666666666668
alto_pm_1,34.25
pm_25,39.41666666666666
alto_pm_25,47.66666666666666
pm_10,50.16666666666666
alto_pm_10,62.5
temp,9.0
temp_alta,9.0
temp_baja,8.916666666666666
hum,47.0
alta_hum,47.25
hum_baja,46.5
punto_de_roco,-2.0
mxima_del_punto_de_roco,-1.9166666666666667
mnima_del_punto_de_roco,-2.0
bulbo_hmedo,3.0
mxima_temperatura_de_bulbo_hmedo,3.0
mnima_de_la_temperatura_de_bulbo_hmedo,3.0
ndice_de_calor,8.0
mxima_del_indice_de_calor,8.0
time,
aqi,110.25
aqi_alto,135.5
pm_1,26.08333333333333
alto_pm_1,37.083333333333336
pm_25,39.333333333333336
alto_pm_25,51.25
pm_10,50.333333333333336
alto_pm_10,64.75
temp,8.25
temp_alta,8.25
temp_baja,8.166666666666666
hum,50.41666666666666
alta_hum,51.16666666666666
hum_baja,49.25
punto_de_roco,-1.4166666666666667
mxima_del_punto_de_roco,-1.0
mnima_del_punto_de_roco,-1.75
bulbo_hmedo,3.1666666666666665
mxima_temperatura_de_bulbo_hmedo,3.1666666666666665
mnima_de_la_temperatura_de_bulbo_hmedo,2.9166666666666665
ndice_de_calor,8.0
mxima_del_indice_de_calor,8.0
time,
aqi,107.16666666666669
aqi_alto,132.83333333333334
pm_1,25.33333333333333
alto_pm_1,35.0
pm_25,38.0
alto_pm_25,49.75
pm_10,48.333333333333336
alto_pm_10,62.75
temp,14.416666666666666
temp_alta,14.916666666666666
temp_baja,13.833333333333334
hum,35.583333333333336
alta_hum,38.583333333333336
hum_baja,35.083333333333336
punto_de_roco,-0.75
mxima_del_punto_de_roco,-0.0833333333333333
mnima_del_punto_de_roco,-1.1666666666666667
bulbo_hmedo,4.916666666666667
mxima_temperatura_de_bulbo_hmedo,5.0
mnima_de_la_temperatura_de_bulbo_hmedo,4.333333333333333
ndice_de_calor,13.333333333333334
mxima_del_indice_de_calor,13.416666666666666
time,
aqi,104.66666666666669
aqi_alto,134.41666666666666
pm_1,25.08333333333333
alto_pm_1,36.66666666666666
pm_25,36.91666666666666
alto_pm_25,49.25
pm_10,46.75
alto_pm_10,63.083333333333336
temp,26.25
temp_alta,26.58333333333333
temp_baja,25.916666666666668
hum,16.916666666666668
alta_hum,18.5
hum_baja,16.166666666666668
punto_de_roco,-0.8333333333333334
mxima_del_punto_de_roco,0.25
mnima_del_punto_de_roco,-1.5
bulbo_hmedo,5.583333333333333
mxima_temperatura_de_bulbo_hmedo,6.333333333333333
mnima_de_la_temperatura_de_bulbo_hmedo,5.083333333333333
ndice_de_calor,25.166666666666668
mxima_del_indice_de_calor,25.166666666666668
time,
aqi,56.583333333333336
aqi_alto,97.91666666666669
pm_1,11.75
alto_pm_1,26.416666666666668
pm_25,15.333333333333334
alto_pm_25,34.0
pm_10,17.5
alto_pm_10,40.083333333333336
temp,34.666666666666664
temp_alta,35.166666666666664
temp_baja,34.416666666666664
hum,8.083333333333334
alta_hum,9.5
hum_baja,7.583333333333333
punto_de_roco,-4.25
mxima_del_punto_de_roco,-2.4166666666666665
mnima_del_punto_de_roco,-5.583333333333333
bulbo_hmedo,2.6666666666666665
mxima_temperatura_de_bulbo_hmedo,3.9166666666666665
mnima_de_la_temperatura_de_bulbo_hmedo,1.3333333333333333
ndice_de_calor,32.166666666666664
mxima_del_indice_de_calor,32.166666666666664
time,
aqi,32.833333333333336
aqi_alto,79.16666666666667
pm_1,6.416666666666667
alto_pm_1,21.0
pm_25,8.0
alto_pm_25,25.416666666666668
pm_10,8.583333333333334
alto_pm_10,27.5
temp,39.16666666666666
temp_alta,39.333333333333336
temp_baja,39.0
hum,5.25
alta_hum,6.416666666666667
hum_baja,4.333333333333333
punto_de_roco,-7.0
mxima_del_punto_de_roco,-4.0
mnima_del_punto_de_roco,-8.833333333333334
bulbo_hmedo,-0.1666666666666666
mxima_temperatura_de_bulbo_hmedo,2.5
mnima_de_la_temperatura_de_bulbo_hmedo,-1.5
ndice_de_calor,35.166666666666664
mxima_del_indice_de_calor,35.416666666666664
time,
aqi,40.083333333333336
aqi_alto,79.58333333333333
pm_1,8.0
alto_pm_1,21.416666666666668
pm_25,9.5
alto_pm_25,25.666666666666668
pm_10,10.416666666666666
alto_pm_10,28.0
temp,40.583333333333336
temp_alta,40.91666666666666
temp_baja,40.25
hum,4.583333333333333
alta_hum,5.75
hum_baja,4.0
punto_de_roco,-7.666666666666667
mxima_del_punto_de_roco,-4.666666666666667
mnima_del_punto_de_roco,-9.333333333333334
bulbo_hmedo,-0.75
mxima_temperatura_de_bulbo_hmedo,1.9166666666666667
mnima_de_la_temperatura_de_bulbo_hmedo,-2.25
ndice_de_calor,36.0
mxima_del_indice_de_calor,36.583333333333336
time,
aqi,40.083333333333336
aqi_alto,76.33333333333333
pm_1,8.166666666666666
alto_pm_1,19.666666666666668
pm_25,9.5
alto_pm_25,24.166666666666668
pm_10,10.333333333333334
alto_pm_10,25.83333333333333
temp,41.083333333333336
temp_alta,41.41666666666666
temp_baja,40.75
hum,4.5
alta_hum,5.333333333333333
hum_baja,4.0
punto_de_roco,-7.75
mxima_del_punto_de_roco,-5.083333333333333
mnima_del_punto_de_roco,-9.916666666666666
bulbo_hmedo,-1.0
mxima_temperatura_de_bulbo_hmedo,1.5
mnima_de_la_temperatura_de_bulbo_hmedo,-2.6666666666666665
ndice_de_calor,36.25
mxima_del_indice_de_calor,36.66666666666666
time,
aqi,35.166666666666664
aqi_alto,84.75
pm_1,7.083333333333333
