aqi,aqi_alto,pm_1,alto_pm_1,pm_2.5,alto_pm_2.5,pm_10,alto_pm_10,temp,temp. alta,temp._baja,hum,alta_hum,hum_baja,punto_de_rocío,máxima_del_punto_de_rocío,mínima_del_punto_de_rocío,bulbo_húmedo,máxima_temperatura_de_bulbo_húmedo,mínima_de_la_temperatura_de_bulbo_húmedo,índice_de_calor,máxima_del_indice_de_calor,date,time
44.25,57.0,8.083333333333334,10.75,10.666666666666666,15.0,11.5,17.583333333333332,17.333333333333332,17.583333333333332,17.25,31.58333333333333,31.666666666666668,30.58333333333333,0.0833333333333333,0.0833333333333333,-0.0833333333333333,6.0,6.0,5.916666666666667,15.333333333333334,15.583333333333334,2024-03-04,22:00
65.66666666666667,80.41666666666667,14.0,17.666666666666668,19.166666666666668,26.08333333333333,20.58333333333333,30.25,15.5,15.583333333333334,15.5,42.0,42.583333333333336,40.41666666666666,2.4166666666666665,2.75,2.1666666666666665,7.083333333333333,7.333333333333333,6.75,14.0,14.0,2024-03-04,23:00
83.41666666666667,93.16666666666669,19.58333333333333,22.08333333333333,27.5,32.083333333333336,30.666666666666668,41.0,14.5,14.5,14.416666666666666,48.16666666666666,48.583333333333336,47.5,3.583333333333333,3.8333333333333335,3.1666666666666665,7.75,7.916666666666667,7.416666666666667,13.083333333333334,13.25,2024-03-05,00:00
87.0,97.25,20.0,22.75,29.25,34.083333333333336,33.0,44.333333333333336,13.25,13.25,13.166666666666666,51.91666666666666,52.41666666666666,51.41666666666666,3.4166666666666665,3.583333333333333,3.333333333333333,7.083333333333333,7.333333333333333,7.0,12.166666666666666,12.25,2024-03-05,01:00
72.16666666666667,87.0,15.666666666666666,18.916666666666668,22.08333333333333,29.166666666666668,24.916666666666668,36.333333333333336,12.166666666666666,12.333333333333334,12.083333333333334,38.16666666666666,40.66666666666666,37.66666666666666,-1.5833333333333333,-0.8333333333333334,-1.9166666666666667,3.8333333333333335,4.25,3.6666666666666665,11.0,11.166666666666666,2024-03-05,02:00
82.66666666666667,93.66666666666669,18.666666666666668,21.58333333333333,27.166666666666668,32.333333333333336,30.5,41.333333333333336,12.333333333333334,12.333333333333334,12.166666666666666,34.166666666666664,34.333333333333336,33.416666666666664,-3.1666666666666665,-3.0,-3.6666666666666665,2.75,2.75,2.6666666666666665,10.75,10.833333333333334,2024-03-05,03:00
93.16666666666669,107.16666666666669,21.08333333333333,23.916666666666668,32.0,37.91666666666666,38.5,48.91666666666666,10.416666666666666,10.5,10.416666666666666,40.75,41.0,40.083333333333336,-2.25,-2.1666666666666665,-2.4166666666666665,3.0,3.0,3.0,9.416666666666666,9.583333333333334,2024-03-05,04:00
123.08333333333331,133.91666666666666,28.666666666666668,31.166666666666668,44.583333333333336,48.833333333333336,57.41666666666666,65.66666666666667,9.916666666666666,10.0,9.916666666666666,45.75,46.0,45.083333333333336,-1.1666666666666667,-1.0833333333333333,-1.5,3.083333333333333,3.25,3.0,9.0,9.0,2024-03-05,05:00
155.41666666666666,219.16666666666663,49.333333333333336,88.75,79.0,154.0,95.58333333333331,179.75,9.0,9.0,9.0,50.66666666666666,51.083333333333336,49.833333333333336,-0.4166666666666667,-0.3333333333333333,-0.5833333333333334,3.75,3.8333333333333335,3.583333333333333,8.75,9.0,2024-03-05,06:00
184.08333333333331,225.75,64.41666666666667,92.08333333333331,108.91666666666669,169.33333333333334,128.58333333333334,203.0,9.083333333333334,9.166666666666666,9.083333333333334,53.333333333333336,53.91666666666666,52.833333333333336,0.25,0.3333333333333333,0.1666666666666666,4.166666666666667,4.25,4.083333333333333,9.0,9.0,2024-03-05,07:00
141.08333333333334,153.25,38.41666666666666,44.75,60.5,71.83333333333333,74.83333333333333,89.5,14.583333333333334,15.333333333333334,14.25,42.66666666666666,45.583333333333336,42.333333333333336,2.1666666666666665,2.6666666666666665,1.8333333333333333,6.583333333333333,7.0,6.25,13.833333333333334,13.833333333333334,2024-03-05,08:00
112.25,121.25,27.916666666666668,30.25,40.0,43.75,48.833333333333336,55.41666666666666,27.83333333333333,28.33333333333333,27.5,20.666666666666668,22.166666666666668,20.08333333333333,3.4166666666666665,4.083333333333333,2.9166666666666665,8.833333333333334,9.25,8.166666666666666,26.75,26.75,2024-03-05,09:00
127.25,139.75,32.5,36.75,46.25,51.583333333333336,57.66666666666666,65.91666666666667,33.083333333333336,33.25,32.833333333333336,15.833333333333334,17.0,15.416666666666666,3.9166666666666665,4.583333333333333,3.083333333333333,9.333333333333334,9.833333333333334,8.916666666666666,31.08333333333333,31.166666666666668,2024-03-05,10:00
131.16666666666666,142.0,33.833333333333336,37.91666666666666,47.833333333333336,52.16666666666666,60.0,66.33333333333333,34.833333333333336,35.083333333333336,34.5,13.416666666666666,14.5,12.916666666666666,2.75,4.0,2.333333333333333,8.25,9.25,8.0,32.5,32.75,2024-03-05,11:00
123.66666666666669,141.25,31.75,39.66666666666666,44.75,54.833333333333336,55.25,67.5,36.41666666666666,36.5,36.083333333333336,11.5,12.833333333333334,10.916666666666666,1.8333333333333333,3.5,1.0833333333333333,7.583333333333333,8.75,6.75,33.916666666666664,34.333333333333336,2024-03-05,12:00
117.5,140.75,30.166666666666668,41.41666666666666,42.16666666666666,55.083333333333336,51.5,65.83333333333333,36.5,36.833333333333336,36.333333333333336,10.25,11.416666666666666,9.75,0.6666666666666666,1.8333333333333333,-0.1666666666666666,6.333333333333333,7.666666666666667,5.833333333333333,33.916666666666664,34.166666666666664,2024-03-05,13:00
92.5,103.16666666666669,23.666666666666668,26.5,31.916666666666668,36.333333333333336,37.0,45.16666666666666,37.0,37.5,36.583333333333336,9.75,10.5,8.833333333333334,0.0,1.25,-1.4166666666666667,6.0,6.916666666666667,4.75,34.25,34.416666666666664,2024-03-05,14:00
76.16666666666667,114.33333333333331,18.58333333333333,31.166666666666668,24.0,45.083333333333336,26.08333333333333,53.66666666666666,36.083333333333336,36.083333333333336,35.833333333333336,9.75,10.583333333333334,9.0,-0.75,0.4166666666666667,-1.9166666666666667,5.25,6.333333333333333,4.5,33.166666666666664,33.416666666666664,2024-03-05,15:00
66.41666666666667,115.33333333333331,14.833333333333334,36.25,19.58333333333333,49.333333333333336,20.916666666666668,53.75,31.5,31.916666666666668,31.416666666666668,11.916666666666666,12.416666666666666,11.416666666666666,-1.75,-0.9166666666666666,-2.25,4.833333333333333,5.416666666666667,4.333333333333333,29.166666666666668,29.666666666666668,2024-03-05,16:00
54.41666666666666,102.41666666666669,11.333333333333334,33.25,14.5,44.333333333333336,16.0,48.66666666666666,27.916666666666668,28.0,27.83333333333333,14.75,14.75,14.333333333333334,-1.4166666666666667,-1.1666666666666667,-1.75,5.083333333333333,5.333333333333333,4.833333333333333,26.08333333333333,26.25,2024-03-05,17:00
