year_day,aqi,aqi_alto,pm_1,alto_pm_1,pm_2.5,alto_pm_2.5,pm_10,alto_pm_10,temp,temp. alta,temp._baja,hum,alta_hum,hum_baja,punto_de_rocío,máxima_del_punto_de_rocío,mínima_del_punto_de_rocío,bulbo_húmedo,máxima_temperatura_de_bulbo_húmedo,mínima_de_la_temperatura_de_bulbo_húmedo,índice_de_calor,máxima_del_indice_de_calor
2024-03-15,83.64851485148515,92.83910891089108,19.54950495049505,21.957920792079207,27.564356435643564,31.705445544554454,31.346534653465348,38.22029702970297,22.14851485148515,22.178217821782177,22.113861386138613,23.925742574257427,24.150990099009903,23.64851485148515,0.04455445544554455,0.16831683168316833,-0.09158415841584158,6.089108910891089,6.188118811881188,5.982673267326732,20.554455445544555,20.599009900990097
2024-03-16,90.13541666666667,97.725,21.072916666666668,23.06736111111111,30.283333333333335,33.81527777777778,35.71180555555556,41.94027777777778,22.590972222222224,22.647222222222222,22.51875,27.900694444444444,28.19236111111111,27.66111111111111,0.7083333333333334,0.9263888888888889,0.5152777777777777,6.186111111111111,6.353472222222222,6.03125,20.825,20.889583333333334
2024-03-17,87.24583333333334,94.8625,20.355555555555554,22.28472222222222,29.021527777777777,32.264583333333334,34.65347222222222,40.05486111111111,23.09861111111111,23.160416666666666,23.029166666666665,25.63125,25.928472222222222,25.40138888888889,-0.10972222222222222,0.15486111111111112,-0.30833333333333335,5.633333333333334,5.8277777777777775,5.472916666666666,21.297916666666666,21.361805555555556
2024-03-18,74.86805555555556,82.77152777777778,16.959722222222222,18.84027777777778,24.509722222222223,27.752777777777776,28.781944444444445,34.47986111111111,23.09513888888889,23.161805555555556,23.002777777777776,30.258333333333333,30.6125,29.944444444444443,1.1472222222222221,1.4361111111111111,0.9034722222222222,6.343055555555556,6.56875,6.161111111111111,21.468055555555555,21.54375
2024-03-19,92.90625,101.56597222222223,21.45347222222222,23.70138888888889,31.78611111111111,35.55277777777778,37.87708333333333,44.26111111111111,23.533333333333335,23.600694444444443,23.464583333333334,44.6125,44.92777777777778,44.34583333333333,8.589583333333334,8.723611111111111,8.493055555555555,12.092361111111112,12.234722222222222,11.95,22.552777777777777,22.603472222222223
2024-03-20,83.11666666666666,91.2611111111111,19.52777777777778,21.58125,27.3375,30.981944444444444,31.54375,37.915277777777774,24.21388888888889,24.27986111111111,24.159027777777776,36.354166666666664,36.666666666666664,36.09513888888889,6.527777777777778,6.7027777777777775,6.363194444444445,10.692361111111111,10.825,10.563888888888888,22.870833333333334,22.938194444444445
2024-03-21,89.14791666666666,98.04791666666667,21.15763888888889,23.669444444444444,29.910416666666666,34.22708333333333,35.19583333333333,42.16041666666667,23.408333333333335,23.47013888888889,23.354861111111113,34.21875,34.50138888888889,33.952083333333334,4.115972222222222,4.321527777777778,3.9319444444444445,8.644444444444444,8.79861111111111,8.513194444444444,21.891666666666666,21.959722222222222
2024-03-22,92.20069444444445,102.47638888888889,22.000694444444445,25.464583333333334,32.296527777777776,38.13333333333333,38.22083333333333,46.84166666666667,23.159027777777776,23.218055555555555,23.079166666666666,28.725,29.03611111111111,28.44236111111111,0.24930555555555556,0.5583333333333333,-0.00625,5.709722222222222,5.951388888888889,5.489583333333333,21.320833333333333,21.395833333333332
2024-03-23,113.23263888888889,120.35069444444444,27.115972222222222,29.15972222222222,40.206944444444446,43.52708333333333,49.97291666666667,55.38055555555555,22.2,22.272916666666667,22.135416666666668,32.5125,32.761805555555554,32.27986111111111,2.475,2.623611111111111,2.3319444444444444,7.4743055555555555,7.602083333333334,7.347222222222222,20.608333333333334,20.672916666666666
2024-03-24,101.65069444444444,108.82986111111111,25.70138888888889,27.799305555555556,37.05416666666667,40.31944444444444,45.04375,50.015972222222224,21.84236111111111,21.89375,21.77777777777778,20.34027777777778,20.65972222222222,20.022222222222222,-5.586805555555555,-5.215277777777778,-5.925,1.4506944444444445,1.729861111111111,1.1652777777777779,19.580555555555556,19.645833333333332
2024-03-25,113.31458333333333,122.65277777777777,28.025,31.697916666666668,40.65208333333333,46.38472222222222,49.69305555555555,57.52777777777778,18.791666666666668,18.829166666666666,18.750694444444445,16.825694444444444,17.174305555555556,16.528472222222224,-9.98611111111111,-9.595833333333333,-10.342361111111112,-1.5277777777777777,-1.2583333333333333,-1.7986111111111112,16.736805555555556,16.77986111111111
2024-03-26,147.17916666666667,152.9597222222222,42.704861111111114,47.321527777777774,60.924305555555556,68.01736111111111,71.57013888888889,79.09722222222223,20.944444444444443,21.013194444444444,20.882638888888888,15.566666666666666,15.922222222222222,15.286111111111111,-9.260416666666666,-8.759027777777778,-9.694444444444445,-1.070138888888889,-0.6729166666666667,-1.395138888888889,18.679861111111112,18.740277777777777
2024-03-27,152.6,158.7798611111111,49.327083333333334,53.74375,72.95972222222223,79.98125,84.26597222222222,93.32222222222222,21.038888888888888,21.10902777777778,20.955555555555556,19.872916666666665,20.23611111111111,19.519444444444446,-7.883333333333334,-7.322916666666667,-8.39375,-0.4423611111111111,0.009027777777777777,-0.8305555555555556,18.919444444444444,18.999305555555555
2024-03-28,109.22727272727273,116.67272727272727,26.327272727272728,28.01818181818182,38.836363636363636,41.85454545454545,48.59090909090909,54.2,13.963636363636363,13.981818181818182,13.927272727272728,60.31818181818182,60.79090909090909,59.845454545454544,6.445454545454545,6.5,6.409090909090909,9.0,9.0,9.0,13.2,13.272727272727273
2024-03-31,118.26228269085412,125.1557067271353,29.64021164021164,31.843537414965986,42.55631141345427,45.848072562358276,52.08238851095994,57.10808767951625,23.91761148904006,23.996220710506424,23.842781557067273,26.03628117913832,26.300075585789873,25.80650037792895,1.5495086923658352,1.7369614512471656,1.3726379440665155,6.950113378684807,7.101284958427816,6.819349962207105,22.16175359032502,22.229780801209372
2024-04-01,101.37430555555555,108.55833333333334,24.261111111111113,26.06736111111111,35.269444444444446,38.41041666666667,42.071527777777774,47.709722222222226,23.19236111111111,23.26527777777778,23.1125,31.07986111111111,31.336805555555557,30.8625,2.1145833333333335,2.3256944444444443,1.9493055555555556,7.103472222222222,7.25625,6.975,21.533333333333335,21.602083333333333
2024-04-02,90.77986111111112,98.3,21.449305555555554,23.406944444444445,30.877777777777776,34.30902777777778,35.70763888888889,41.81944444444444,22.769444444444446,22.825,22.71527777777778,30.456944444444446,30.705555555555556,30.2125,1.4652777777777777,1.6756944444444444,1.2826388888888889,6.600694444444445,6.759027777777778,6.470833333333333,21.020833333333332,21.079166666666666
2024-04-03,81.21736111111112,89.08472222222223,18.770833333333332,20.774305555555557,26.352083333333333,29.947916666666668,29.906944444444445,35.88333333333333,22.752083333333335,22.803472222222222,22.681944444444444,33.264583333333334,33.49166666666667,33.05833333333333,3.6534722222222222,3.8152777777777778,3.515972222222222,8.2875,8.421527777777778,8.175,21.27986111111111,21.34722222222222
2024-04-04,57.47430555555555,65.29444444444445,13.32013888888889,15.044444444444444,18.24861111111111,21.101388888888888,21.108333333333334,25.831944444444446,21.696527777777778,21.755555555555556,21.62638888888889,34.83263888888889,35.10486111111111,34.60486111111111,3.4402777777777778,3.595138888888889,3.317361111111111,8.198611111111111,8.29375,8.104166666666666,20.256944444444443,20.330555555555556
2024-04-05,73.54861111111111,80.84375,16.888194444444444,18.800694444444446,22.9125,26.163888888888888,25.981944444444444,31.580555555555556,21.661805555555556,21.72361111111111,21.589583333333334,30.78125,31.01527777777778,30.555555555555557,1.4722222222222223,1.6631944444444444,1.301388888888889,6.676388888888889,6.8284722222222225,6.557638888888889,20.064583333333335,20.127083333333335
2024-04-06,68.39861111111111,76.03263888888888,15.24375,17.240972222222222,20.54375,23.922916666666666,23.177777777777777,28.440277777777776,22.6375,22.70486111111111,22.56875,29.997222222222224,30.268055555555556,29.770138888888887,1.4805555555555556,1.7194444444444446,1.2708333333333333,6.654861111111111,6.829861111111111,6.5152777777777775,20.972916666666666,21.04652777777778
2024-04-07,90.03263888888888,97.4486111111111,21.47013888888889,23.399305555555557,30.439583333333335,33.75625,35.12777777777778,41.294444444444444,23.09375,23.163888888888888,23.022916666666667,32.31875,32.54375,32.12916666666667,3.6909722222222223,3.8673611111111112,3.5659722222222223,8.525,8.64236111111111,8.425694444444444,21.634722222222223,21.695138888888888
2024-04-08,91.23611111111111,100.93819444444445,21.839583333333334,24.8625,31.07777777777778,36.28680555555555,35.671527777777776,43.72222222222222,23.85763888888889,23.910416666666666,23.799305555555556,30.074305555555554,30.325694444444444,29.849305555555556,3.6694444444444443,3.8555555555555556,3.5284722222222222,8.627083333333333,8.728472222222223,8.536805555555556,22.199305555555554,22.239583333333332
2024-04-09,79.43611111111112,89.27361111111111,18.04375,20.853472222222223,25.727777777777778,30.507638888888888,29.525694444444444,36.99236111111111,22.81388888888889,22.863194444444446,22.76527777777778,28.904166666666665,29.178472222222222,28.659027777777776,1.4847222222222223,1.6861111111111111,1.3090277777777777,6.677083333333333,6.847222222222222,6.5375,21.145833333333332,21.179166666666667
