year_week,aqi,aqi_alto,pm_1,alto_pm_1,pm_2.5,alto_pm_2.5,pm_10,alto_pm_10,temp,temp. alta,temp._baja,hum,alta_hum,hum_baja,punto_de_rocío,máxima_del_punto_de_rocío,mínima_del_punto_de_rocío,bulbo_húmedo,máxima_temperatura_de_bulbo_húmedo,mínima_de_la_temperatura_de_bulbo_húmedo,índice_de_calor,máxima_del_indice_de_calor
2024-02-26/2024-03-03,90.00655307994758,112.5910878112713,22.10091743119266,31.66186107470511,31.363040629095675,47.18741808650066,36.49017038007864,56.96985583224115,22.1218872870249,22.26343381389253,21.968545216251638,33.61598951507209,34.33813892529489,33.048492791612055,2.625163826998689,3.0799475753604195,2.2804718217562256,7.439056356487549,7.804718217562255,7.154652686762779,20.59633027522936,20.73394495412844
2024-03-04/2024-03-10,87.67615857063093,111.9748743718593,20.885538805136797,30.489112227805695,30.02680067001675,43.92685650474595,35.63707426018984,53.3606923506421,22.46398659966499,22.620882188721385,22.30541596873255,30.278056951423785,30.972082635399218,29.700167504187604,0.620323841429369,1.202680067001675,0.17197096594081518,5.913456169737577,6.361250697934115,5.577331099944165,20.725851479620324,20.88777219430486
2024-03-11/2024-03-17,89.93882817243473,98.89435336976321,21.265634486945963,23.86369156041287,30.287340619307834,34.62431693989071,35.61900425015179,42.629174256223436,22.44459623557984,22.50182149362477,22.381299332119003,28.62765634486946,28.95658773527626,28.35595021250759,1.0774134790528234,1.3139040680024288,0.8817547055251973,6.485276259866424,6.675470552519733,6.326199149969642,20.768214936247723,20.83090467516697
2024-03-18/2024-03-24,92.44613095238095,100.75763888888889,21.988095238095237,24.31656746031746,31.871626984126983,35.78492063492064,38.090873015873015,44.43640873015873,23.064583333333335,23.128174603174603,22.99623015873016,32.431646825396825,32.73799603174603,32.154563492063495,2.5025793650793653,2.735813492063492,2.2989087301587303,7.486706349206349,7.672916666666667,7.312896825396826,21.47043650793651,21.537103174603175
2024-03-25/2024-03-31,132.6839909612376,139.7427429167391,37.370415435424995,41.089866156787764,54.21623500782201,59.99878324352512,64.35112115418043,71.72605597079784,20.97948896228055,21.04206500956023,20.91500086911177,20.22301407961064,20.559881800799584,19.928037545628367,-6.311142012862854,-5.9035285937771595,-6.678081001216756,1.009386407091952,1.3240048670258995,0.7330088649400313,18.949417695115592,19.01234138710238
2024-04-01/2024-04-07,80.40367063492063,87.9375,18.771924603174604,20.676289682539682,26.37767857142857,29.658829365079367,30.440277777777776,36.07996031746032,22.543353174603176,22.60595238095238,22.47390873015873,31.81875,32.06656746031746,31.599007936507938,2.47390873015873,2.6659722222222224,2.314781746031746,7.435218253968254,7.575892857142857,7.317658730158731,20.966170634920633,21.03253968253968
2024-04-08/2024-04-14,84.70357142857142,94.44404761904762,20.000396825396827,22.92450396825397,28.05823412698413,33.04573412698413,32.68690476190476,40.234027777777776,22.741964285714285,22.810912698412697,22.665376984126983,33.96140873015873,34.242559523809526,33.71349206349206,3.72390873015873,3.8990079365079366,3.5637896825396824,8.365674603174604,8.503769841269841,8.251388888888888,21.23779761904762,21.30376984126984
2024-04-15/2024-04-21,112.51755952380952,120.65396825396826,28.708829365079364,31.709027777777777,41.2656746031746,46.10505952380952,49.399900793650794,56.25674603174603,23.950198412698413,24.01468253968254,23.875099206349205,42.8453373015873,43.23730158730159,42.514781746031744,7.534126984126984,7.744146825396825,7.347718253968254,11.186111111111112,11.347222222222221,11.046527777777778,22.79434523809524,22.86468253968254
2024-04-22/2024-04-28,119.14912280701755,128.1719298245614,29.83114035087719,33.42631578947368,43.623245614035085,49.23245614035088,52.88859649122807,60.37061403508772,20.01359649122807,20.069298245614036,19.94561403508772,61.24429824561403,61.75,60.8280701754386,10.803070175438597,10.983771929824561,10.651315789473685,13.152631578947368,13.298245614035087,13.012280701754387,19.471052631578946,19.53815789473684
